epoch,train_loss,train_f1_micro,train_f1_macro,val_loss,val_f1_micro,val_f1_macro,early_stopping_score,lr
25,0.035040518665506296,0.43848791222399086,0.3300533955514729,0.46295459073896017,0.3821105949907799,0.20381926325324834,0.2929649291220141,0.00027
26,0.03449930922860274,0.44454691342586805,0.3202872773375155,0.4761266522297086,0.3835622567222943,0.22966391666894093,0.3066130866956176,0.000243
27,0.032431583375600044,0.46022003721570964,0.35592227455827247,0.5319689040877907,0.3778480424067702,0.2266167290332747,0.3022323857200225,0.000243
28,0.031709526683611364,0.4668008915985435,0.3745976965876897,0.5327313538584464,0.3790364035702603,0.224436696048336,0.30173654980929815,0.000243
29,0.030849326939918827,0.47347694149985714,0.36496563202818816,0.5519076685710976,0.3781338965928919,0.23178856865079042,0.30496123262184116,0.000243
30,0.03043979353082692,0.47776757948956805,0.3634683599464913,0.5517758718430096,0.3757514801014927,0.22903803743490653,0.3023947587681996,0.000243
31,0.029971287119445612,0.48364471787621566,0.3620326767334606,0.5632673551428834,0.3802567708569614,0.23119430966438856,0.305725540260675,0.000243
32,0.029500320453039207,0.4870148777748506,0.3612520639042331,0.5674355509718139,0.37677531173270423,0.22694685885299268,0.30186108529284844,0.0002187
33,0.02777325961857215,0.5030781310453128,0.4194603978526583,0.5922938798189403,0.3828168267957331,0.2370977000518401,0.3099572634237866,0.0002187
34,0.02710071088797038,0.509936993336995,0.41528680640576476,0.6103948347518091,0.383211587217913,0.2467652497149256,0.3149884184664193,0.0002187
35,0.02684960583627447,0.5134064180860196,0.4293829809106026,0.6085561298111535,0.3785877795386512,0.2296279619296319,0.3041078707341415,0.0002187
36,0.02622126156652373,0.5193664330694442,0.42803804604103146,0.6321076179379063,0.381376323387873,0.22971709176673735,0.3055467075773052,0.0002187
37,0.026007250782482606,0.5217076108181425,0.4535216379123031,0.614241759486549,0.3754751970329161,0.2320007978594567,0.3037379974461864,0.0002187
38,0.025737229716053935,0.5270498918592846,0.4482073510846594,0.6116608346036794,0.37380674915077733,0.23119885478514018,0.30250280196795876,0.0002187
39,0.025464667687553365,0.5292953484325182,0.4784217479508775,0.6575637432383626,0.38000666761918367,0.2343261207334944,0.30716639417633906,0.0002187
40,0.02471034653139727,0.537309508157533,0.4971814290796683,0.654324517605408,0.3733573627693925,0.23570064994264922,0.30452900635602087,0.00019683
41,0.023829439782560014,0.5485557866942822,0.4972539143642473,0.6911002565726773,0.38160829391436485,0.24031154928456316,0.310959921599464,0.00019683
42,0.023181947284126345,0.5553154101893747,0.4685500196356168,0.6638094899937705,0.3760102289450194,0.23283810854025505,0.3044241687426372,0.00019683
43,0.023226582759651636,0.5556969537525925,0.4498366511208272,0.6923049241754584,0.3779809120898492,0.23851921990601052,0.30825006599792987,0.00019683
44,0.022892511481394612,0.5612890105014051,0.46404683266121116,0.7025620106003676,0.377809194169551,0.23468737302557613,0.30624828359756356,0.00019683
45,0.022705102866067067,0.5639152892242273,0.4699342097874507,0.6780600806257396,0.37482124130040995,0.23384829532782167,0.3043347683141158,0.00019683
46,0.02251052443914678,0.5650972443564234,0.4841053263795663,0.6881074035635888,0.3780862011990747,0.238092497968433,0.30808934958375384,0.000177147
47,0.020634238133833777,0.5857785399845079,0.5312483553559775,0.7464253515755422,0.3775090261822405,0.23521828354472296,0.3063636548634817,0.000177147
48,0.020836486776983965,0.5866550242832923,0.5198965606941788,0.7382718613920856,0.37994626001883197,0.23543378887200025,0.3076900244454161,0.000177147
49,0.02047040787783969,0.5892279485875002,0.5085860845879434,0.7588973334608722,0.381289801775944,0.24166695452971876,0.3114783781528314,0.000177147
50,0.020438229036558512,0.592506908296382,0.5116490951959409,0.7270998797027726,0.37311230262187023,0.23898584738384204,0.30604907500285616,0.000177147
