epoch,train_loss,train_f1_micro,train_f1_macro,val_loss,val_f1_micro,val_f1_macro,early_stopping_score,lr
31,0.030927937256633144,0.4675210277500522,0.4748867166500882,0.21548721593132192,0.3776638543414791,0.23219520591492343,0.30492953012820123,0.00027
32,0.030602368430583074,0.47060478118981536,0.4629420553584443,0.22019502225539236,0.37855409550844743,0.2358705059239695,0.3072123007162085,0.00027
33,0.030195954414963953,0.4734861128696233,0.4623112339019019,0.22590642200796027,0.3758253895838836,0.2365262168086288,0.3061758031962562,0.000243
34,0.028843248338679836,0.4856389531872306,0.49228199349396623,0.23279363159446678,0.38262738999176654,0.23039639940259554,0.30651189469718104,0.000243
35,0.028381188032804358,0.49010872759330004,0.5283199310817475,0.23435866647856712,0.37640986427069395,0.2318950272704115,0.3041524457705527,0.000243
36,0.02804082795530562,0.4940568475452196,0.5307763529647298,0.2418293187280316,0.3802586662820328,0.2367339127886659,0.30849628953534936,0.000243
37,0.027623786831239554,0.4982004347464573,0.5161781345927003,0.24316455672634812,0.37897766140636424,0.24159347176575294,0.3102855665860586,0.000243
38,0.027706057455854704,0.49805013597150677,0.5107956064270396,0.2505373265688033,0.37364085667215813,0.2318485913686848,0.30274472402042146,0.000243
39,0.027314527523848345,0.5008811820662303,0.5329930007156054,0.25056216190798886,0.37892271662763466,0.23598231898260796,0.3074525178051213,0.000243
40,0.026659462205027757,0.5073584764189848,0.5460852230420608,0.24983324509973132,0.37271908621261673,0.23677659178293822,0.30474783899777746,0.000243
41,0.026630661238990546,0.5092332040975065,0.5335785020402585,0.2578585202345195,0.37616794078388543,0.22752261752232128,0.30184527915310333,0.000243
42,0.02642970935083606,0.510991459786314,0.5513524897676534,0.27100176593628295,0.37667173419701677,0.23668831348573843,0.3066800238413776,0.000243
43,0.02621796932651968,0.5149261414909789,0.5661526993382979,0.2679480263023578,0.3799442162826961,0.23922632088202228,0.3095852685823592,0.0002187
44,0.025042543650289815,0.5254670985495966,0.5859563377438496,0.2734330989517954,0.3797042539771533,0.23612891499686728,0.3079165844870103,0.0002187
45,0.024737518012187515,0.5272555784609807,0.5877250199228322,0.2710733516953983,0.3753716269886299,0.23548284913523618,0.30542723806193306,0.0002187
46,0.0246326393012766,0.5303583610899314,0.5722940680083928,0.274289261058258,0.3754049800981209,0.23508836330251376,0.30524667170031733,0.0002187
47,0.024535884060664932,0.532130722184469,0.5775268345967642,0.2836899887549073,0.37688884873399137,0.2399209110100137,0.30840487987200255,0.0002187
48,0.024321286671217714,0.5348331881627605,0.5941652495110661,0.2863839603592862,0.3760734821895303,0.24171875615337074,0.30889611917145054,0.0002187
49,0.024274564874751953,0.5369035251964145,0.6061193590437564,0.2872579125104114,0.37712534125197567,0.24154333681634407,0.30933433903415986,0.00019683
50,0.023230799194384165,0.546630585439905,0.6418107864942793,0.30152784198492555,0.37801051951647135,0.23698542361917196,0.30749797156782166,0.00019683
51,0.02302151969336563,0.5484173963474983,0.6493875217317467,0.29547580655247785,0.3756118592913845,0.23958565548619207,0.3075987573887883,0.00019683
52,0.02280646333635448,0.5515903237529428,0.6149890112780527,0.2986323889558769,0.37668097956872554,0.2464034531998856,0.31154221638430557,0.00019683
53,0.0228791037040406,0.5526063258707019,0.6058277152138813,0.3013659827328641,0.3805412972468502,0.2347642640819536,0.30765278066440194,0.00019683
54,0.0225982099695449,0.5552383798182986,0.6200460359547142,0.3161185279683644,0.3744340878828229,0.23763242587570893,0.3060332568792659,0.00019683
55,0.02263137188388194,0.5558130736533552,0.64351848220954,0.3063795825055719,0.37616499610621246,0.24038136586727007,0.3082731809867413,0.00019683
56,0.022557806812050135,0.5572219643844848,0.6109476775302491,0.3054342387576118,0.3773755226149753,0.24259498158711543,0.3099852521010454,0.00019683
57,0.022001760910955383,0.5626588152462636,0.6543646018632618,0.3123995748681484,0.3746130030959752,0.24139764043704431,0.30800532176650974,0.00019683
58,0.022261732352187744,0.5611207981247645,0.6518041496467684,0.33247273729106813,0.3774009772793803,0.24724365157268696,0.31232231442603364,0.00019683
59,0.021863827811429305,0.5647033112540214,0.6556067365411967,0.31585642221530996,0.37495598281569126,0.23711842972482336,0.3060372062702573,0.00019683
60,0.021755345365911935,0.5668178455402232,0.686845719117145,0.32116932256104125,0.3767552289429056,0.24294679864311167,0.3098510137930086,0.00019683
61,0.02166933894418704,0.5668539832703933,0.6473361946380518,0.3293783597355523,0.3754306479777243,0.2380065269163114,0.30671858744701785,0.00019683
62,0.021719729446862436,0.5689559482168902,0.6027182517007847,0.31894559110219384,0.3735260731577362,0.2370593103018049,0.3052926917297706,0.00019683
63,0.021682116107907243,0.5702077948062594,0.6124391471058024,0.31678598016230364,0.3716915446611665,0.24275373696915029,0.3072226408151584,0.00019683
64,0.021413162817773272,0.5722838676234753,0.6527793289495624,0.3262494607724452,0.374767477454143,0.2404059691672039,0.30758672331067344,0.000177147
65,0.020483705773596744,0.5828830216379003,0.6999259309739727,0.3409904942231596,0.37548092908374103,0.23436163773986576,0.3049212834118034,0.000177147
66,0.020320617715094646,0.5839085439703812,0.6993591348100203,0.33900616026116764,0.3839771101573677,0.23773453517481274,0.31085582266609024,0.000177147
67,0.02035646733918818,0.5859201116803414,0.6887673033237616,0.3493212460781272,0.37974502901722007,0.2416128720894471,0.3106789505533336,0.000177147
68,0.02021913601883105,0.5871185325326972,0.7141197064699908,0.3463665614885626,0.37407344399348674,0.2343597208468539,0.3042165824201703,0.000177147
69,0.020115556255523005,0.5887271754530233,0.7206934630868532,0.33849164959407163,0.37849652382170346,0.23580744273568563,0.30715198327869453,0.000177147
70,0.020405106448380107,0.5872540393405239,0.6695323557992559,0.3362177730236889,0.37480263002851555,0.2333531988356726,0.3040779144320941,0.0001594323
71,0.019641637582389675,0.5960366310365145,0.6613504201675846,0.34947392770050756,0.37692977232122404,0.24112661756727985,0.30902819494425193,0.0001594323
72,0.01908201860700121,0.6013562111728517,0.734820559441509,0.3589438769872575,0.3772480892658699,0.24344165566575385,0.3103448724658119,0.0001594323
73,0.01909452643369183,0.6013044308440613,0.7359108033441446,0.35621807108532866,0.37848021770985973,0.24083643193528848,0.3096583248225741,0.0001594323
74,0.01911888480518309,0.6022357198675874,0.7495919098497222,0.35357794611595667,0.37479190291215286,0.23852818695844955,0.3066600449353012,0.0001594323
