epoch,train_loss,train_f1_micro,train_f1_macro,val_loss,val_f1_micro,val_f1_macro
39,1.0729132271623685,0.17746726812630653,0.11128967720333442,1.9248587574013984,0.2847161572052402,0.1311123583066411
40,1.0758955998251205,0.2540774993726924,0.13860360657639953,1.9242842863587772,0.4001974658548626,0.12445528511948618
41,1.075502886469987,0.22577877112809563,0.11692512359396334,1.9521012429851496,0.3335225659948907,0.12486964223745486
42,1.0760126970650792,0.2212719559773072,0.13345456038657005,1.9331611616323607,0.20536494073611977,0.1000398635678434
43,1.0740194379638484,0.17028144066128714,0.10932733754908057,1.9169960293238377,0.2914913828199213,0.11902392086318768
44,1.075779801726894,0.19261399414749786,0.11702190142491634,1.9064059663483233,0.30223075077956346,0.13655011886334675
45,1.073753305343793,0.22907771496076282,0.13656042035511642,1.9146479526909512,0.29748624126134166,0.10647977769194694
46,1.0747429410677973,0.20171899666725135,0.12017530261606915,1.9249188466337812,0.21840873634945399,0.0940037963317218
47,1.0756680686285913,0.18801600749900854,0.11834406669147818,1.9210950329945922,0.28523140925637025,0.12178820979995117
48,1.074318519884136,0.19493644866216725,0.11804969328718902,1.915351553413521,0.2300686213349969,0.10336718282897935
49,1.0747440926258494,0.24449411850928945,0.13563860307870765,1.9240839379859782,0.23084932321880114,0.0899679506818716
50,1.0764504315495675,0.22140713571190396,0.12966576014776401,1.9240854155537515,0.19864794591783672,0.08438712183878877
51,1.0745670027121141,0.1603442377977423,0.1106633522659755,1.9196947451346429,0.2540237055520898,0.11881913832790916
52,1.0739827795411925,0.1962026371501442,0.12509401455631725,1.919721971908959,0.3161894422581083,0.12250425163837934
53,1.074103046237409,0.23240907964163038,0.1340342818383276,1.924291098265456,0.22736304286119785,0.09268474244822573
54,1.074321949500389,0.16431065395866754,0.1063130553898636,1.939429287570918,0.12125,0.05173764924315073
55,1.0743474037238214,0.16871907437032627,0.11258116853032364,1.9212659025339889,0.14622582657517155,0.07215616984233018
56,1.0758239682159247,0.19596647634311662,0.11856139058155336,1.9068968807211601,0.2213349968808484,0.10461388492823234
57,1.0750956175131996,0.1775375451092866,0.11663217722247271,1.9089242603756695,0.32995076861247863,0.1759373937811878
58,1.0738384644436136,0.2130943216393563,0.12241461789319849,1.9296939522489305,0.22802912116484658,0.10738225639771713
59,1.072913212330301,0.23998181955912432,0.12874861234378027,1.9271517731826002,0.2410480349344978,0.10909792622363898
60,1.0735777150350154,0.20460754633389944,0.11841136453581455,1.9227440864678138,0.23322932917316694,0.10085828762544762
61,1.0750049003493474,0.19308835735305213,0.11918031565045557,1.9305260672288782,0.3226193331734229,0.14378261890146524
62,1.0728406262176666,0.17668901495616296,0.1165505326073586,1.9183172369519992,0.2995922283521228,0.13523707325392756
63,1.075585535173254,0.21246342012455915,0.1251282255901569,1.92061938405406,0.2888591402647628,0.10038855062589742
64,1.0743055677119142,0.2501994313649287,0.13160121954710916,1.9437336812816537,0.2801589554357082,0.10791423499783567
65,1.0760391632777278,0.20508068604996765,0.11996414759551455,1.9140417922761048,0.23931433659839715,0.11838133993298941
66,1.076335830058344,0.17882101303634318,0.11154512431206084,1.9179914043783772,0.1511738363414303,0.07235931171528213
67,1.0765978739103172,0.24177596215867556,0.1347737007293177,1.930163863642666,0.34941810956571107,0.1316190262724234
68,1.072401264443464,0.18206197854588796,0.10796184978642005,1.9203858266673959,0.1479169493825485,0.07067923689013789
69,1.0720245519414013,0.17800896344426645,0.1090591830882385,1.9181001398585529,0.3001764147102728,0.12329515366979614
70,1.0736185026684721,0.22087173649616273,0.12506287131374996,1.9238548406137401,0.16568933250155957,0.08324486951011534
71,1.0738582520801834,0.16120796802042392,0.11226658771647506,1.9141245844194394,0.2957543775485728,0.1323792351797957
72,1.0737076751784158,0.2355335954626118,0.13086892515654175,1.9266044624818737,0.2909415439535921,0.0996873343348185
73,1.0753881172197863,0.2032694814963394,0.11553849790130552,1.922098227883271,0.2597629444791017,0.11569599585115353
74,1.0729682493430939,0.23485481101009942,0.14006098057914682,1.9217487665890909,0.32351922410807066,0.1513723518116441
75,1.0747334761818557,0.1754113864195196,0.11065803413510283,1.9254197500438512,0.22852490161487313,0.09107244379206278
76,1.0733205002647648,0.24079631120544537,0.13025917704569512,1.9283249854303366,0.3276565123530823,0.14319126081133754
77,1.0731496076679672,0.18164530344310556,0.1157362564782615,1.9289491102791423,0.11977542108546475,0.06765070923687544
78,1.0739747720671216,0.1744309721335886,0.11341266058159044,1.9213541491481911,0.2810299041681099,0.1281382953811444
79,1.0734178831072458,0.19157211161064724,0.11884228590059379,1.9303992569631099,0.237946355109429,0.08916044904260731
80,1.0739998074919215,0.18398489913806826,0.10173392737877177,1.9291752560219897,0.17900590893291624,0.06204315551815081
81,1.0756779126074436,0.22557897997485468,0.12743961656138178,1.953840242635355,0.362600081422174,0.14086480622160596
82,1.0733045510014942,0.26079107468452695,0.13432279984425327,1.9259580298104892,0.36785590578455146,0.1664770058441621
83,1.073332074436559,0.18825445148500833,0.11904695340519617,1.9251478316245065,0.22931158551211323,0.10819235014347758
84,1.0727574103029656,0.21656423763535265,0.11936610759027134,1.9190365282743709,0.32988147223955083,0.14052455313616358
85,1.0727899856692673,0.23642713133640553,0.13327764859100785,1.9213173214127035,0.24128965158606344,0.11154545460634195
86,1.072132802912404,0.21109914621952158,0.12527573156190608,1.931245371099596,0.14472472841097403,0.04692217307991908
87,1.0731485787278165,0.19909123269887136,0.114942012586785,1.9305124172116213,0.23125,0.08187159763273638
88,1.0746310267603194,0.21111441932150551,0.1259570774607625,1.9204980179252271,0.24514272007675703,0.11735498906598808
89,1.07544041619603,0.2238406222483123,0.12007661945650598,1.9373590530994875,0.283125,0.09767253095355238
90,1.0729966770736659,0.20899217238193196,0.12548556228631352,1.9275671880311642,0.29120399251403617,0.12788948497955857
91,1.0713498352852635,0.11694159322250912,0.08459133817507819,1.9337168933806406,0.12825860271115747,0.04693891062584321
92,1.0748284817478941,0.2153071319363252,0.11993142049882943,1.9340889634731753,0.2495547640249332,0.12998181541435103
93,1.073399525890026,0.2141161373115175,0.12800672719692394,1.9307352907886446,0.250390015600624,0.10726114286984473
94,1.0750438770886734,0.1937097927090779,0.11376706256045588,1.954156637376307,0.24847786736876748,0.0781705696461086
95,1.0748858287861396,0.18682293846797823,0.12020641936510645,1.9197798076059795,0.26024708463225954,0.1281028821910069
96,1.0740149772885779,0.19028830053548634,0.12232148114118264,1.9305512307229056,0.3308454335730764,0.1260249331454196
97,1.0738852551031335,0.18832647788693613,0.12033543581431769,1.923706850400281,0.29875195007800315,0.12095679609299458
98,1.0737492331581469,0.18977418571577231,0.11472540963941273,1.9382770836537837,0.16659229510635132,0.07244228048046047
99,1.0726734148295254,0.2413968204367017,0.12207925634887777,1.9285489815307475,0.36085081065000746,0.12389517700238897
100,1.0727329110435946,0.2640281711704815,0.13050795270515164,1.9273008228086466,0.3141454707719768,0.11022752796349469
101,1.0729025910958256,0.16758821755303108,0.11049207836591676,1.9196095854136228,0.19968833481745324,0.09794807363281137
102,1.0719309139657058,0.18657744538476678,0.12273672142528586,1.9237157187594718,0.2707639411195874,0.14534198481354527
103,1.0724058232314804,0.1875,0.11249605296938667,1.9357250508140116,0.2867767365759334,0.1073030573157696
104,1.0720386718856127,0.18623822958267688,0.11275613881731712,1.8963773647329016,0.2410480349344978,0.1042222274477764
105,1.0729757213887328,0.22743064740842636,0.1252638984620237,1.9038784385834686,0.2812227074235808,0.12218415259234171
106,1.0717397172815832,0.2049042114458688,0.11513247338223305,1.9027879776969414,0.238933684383742,0.08164875233125328
107,1.0734688616609647,0.13723945826529632,0.09734715218226278,1.9127551140061843,0.1651079552014779,0.09053920057354929
108,1.0736396749384436,0.2086978480852829,0.12848719798064762,1.9082362386095266,0.09196707351688901,0.04685262149835945
109,1.0728504204492113,0.1777356001994499,0.11239947856156017,1.9041340268064209,0.3254977212760854,0.14118460809588096
110,1.0729717692414982,0.23565122370041455,0.13560837229523034,1.915692177719376,0.33692875390292365,0.1313196530752509
111,1.0727695965508959,0.20631241084165478,0.12322078829080141,1.9197898064235415,0.28539626001780943,0.14594015961078283
112,1.072905145067336,0.18921518338035392,0.12549625272133857,1.9045391569934762,0.3479967671169611,0.1575326995565387
113,1.0726024304880795,0.23618200502013106,0.1357703264354988,1.910266103574735,0.3074235807860262,0.13420010323942064
114,1.0727694721826262,0.17331793342412385,0.11409380010280704,1.9111545576768763,0.30965538028735057,0.16231708279354357
115,1.0723652008696354,0.1939651593403856,0.12313356691444227,1.9167805428475417,0.3201497192763568,0.13261805007715685
116,1.0723879840311348,0.2007151558017997,0.11164013227364078,1.9190617823748397,0.1171875,0.046994275356215795
117,1.0723759751231445,0.16678145300895333,0.10415719034301617,1.9182130640874338,0.19948432623151038,0.08808013775022625
118,1.0711124789954338,0.150501250877414,0.10769543965750547,1.9134519755286699,0.1842179960261141,0.07826503957027983
119,1.0721115953586937,0.2240495477369351,0.12880041828530006,1.9245090336991537,0.36900369003690037,0.13561277847006675
120,1.0713994959959476,0.18440981646326418,0.10905916940883857,1.9294049267429316,0.20979780160130276,0.08431938986388901
121,1.0720851460969798,0.217311295503212,0.12639834439642375,1.9218763362143432,0.3276565123530823,0.14164084025257664
122,1.0728110525486458,0.2692248761470233,0.14207790219178848,1.9324438184407473,0.25830258302583026,0.1012878283842332
123,1.0724326580348302,0.17513899920571882,0.11335417256104155,1.9151864812101005,0.15346225826575172,0.07813835930327567
124,1.0736008463355453,0.218185789167152,0.12260185475571596,1.9151404739902484,0.2472520016284435,0.09443008163273317
125,1.074203836678353,0.2644332530472228,0.13217048079434016,1.9272541045773508,0.2983489204479852,0.14475026075320402
126,1.0714020366093844,0.16391074900472177,0.10320422644313827,1.9171199226527023,0.22383031815346227,0.11146282921150953
127,1.0726045270607314,0.2138075731841343,0.1318526583340018,1.916764305472005,0.20436230794026003,0.11420111829013231
128,1.072880840006715,0.2267424933522253,0.11744013824853668,1.9215308619726552,0.2478125,0.08833309033827676
129,1.0730858209328453,0.21121309748140943,0.11556140092676623,1.9200412837713496,0.19306857057861074,0.07624190222532806
130,1.0724870927366996,0.18700865847915082,0.11505626771603183,1.914759863271802,0.26093984528345454,0.12969909657092685
131,1.072254969495157,0.20896843521518224,0.126004949712993,1.9147146740934058,0.18620493897246665,0.07940772524647619
132,1.072956718009259,0.1619885937025736,0.11539665559381272,1.915254278817782,0.266895884817879,0.13775021203795612
133,1.0727169099141494,0.2106568870671988,0.12654541966888178,1.9183296731012893,0.32324603066901886,0.13007460485406683
134,1.0713922911117766,0.23147059871068845,0.13084025209977357,1.9178924073375785,0.26126013724267,0.11443246523681334
135,1.071728988629773,0.20520921782745208,0.11474913525036383,1.9281637332756822,0.3013535623977391,0.1016351682624509
136,1.0719908542205598,0.27357836954397685,0.13977573862336362,1.9197635464254916,0.3283550016116901,0.16762740001503362
137,1.0709837463207923,0.1745656166125159,0.11397050095914228,1.9196835304192346,0.1453458138325533,0.06985075418308291
138,1.072310498729924,0.1878128317912938,0.11330886915360128,1.9290213592281282,0.23476726828606323,0.093864922657774
139,1.0727199951684825,0.26236964721544265,0.13933453775317295,1.9319536176628374,0.27911018421967326,0.08493413546410905
140,1.0719672976726726,0.20505160759081595,0.11671617678145184,1.926320035206644,0.2544651077149696,0.07012777482000912
141,1.072873482564133,0.18759768883581251,0.11733259424580934,1.9256057814916958,0.2038858239385944,0.0958299947300039
142,1.071735815250155,0.17039616724068266,0.10932838820268301,1.9222569722140168,0.284694332887104,0.10376021877280824
143,1.0722635173723907,0.23001825275884588,0.1297605287320614,1.9254638650468998,0.2795111804472179,0.1170300026076259
144,1.072915974411382,0.17358981197492998,0.11998791192880053,1.9242002868061834,0.22582657517155333,0.09379213582848052
145,1.0729741407140883,0.1772701220011463,0.10338981074264439,1.9255509917211975,0.16192200098732928,0.0677838320855909
146,1.0716255584492749,0.17661199095022626,0.11616709954420291,1.9305193819128692,0.2739848282016957,0.11201796393974407
147,1.073312495554433,0.249666510437322,0.1318321528034616,1.936606181848898,0.18194720408742548,0.07871710951383494
148,1.072360686577822,0.13670210795391396,0.09935627853741252,1.917755662287721,0.1810103669573803,0.07046591791978332
149,1.0710602707619645,0.2335626190026931,0.1335044717678342,1.920564594099027,0.3491854533486918,0.11039406783230973
150,1.0717777317790012,0.24810897946891994,0.1357898092983672,1.9221205593262665,0.35537893840476864,0.13079745994736267
151,1.0720416582902026,0.21322091190489756,0.11719004667649302,1.9192231836333733,0.17878923099806635,0.0687341903922225
152,1.071892605037925,0.19225352112676056,0.11568925328578747,1.9211520080226863,0.2925759150213601,0.13983155716709408
153,1.0732938417879838,0.20096442543899554,0.1164250002864694,1.918859716354878,0.31146809460062475,0.10825282925656857
154,1.0724477749519408,0.21909492273730685,0.11667048533072259,1.9266192324390352,0.3360210630245187,0.11035577492004234
155,1.0718213117104225,0.2295244567713021,0.1266256993502294,1.918877950209213,0.34895136099955376,0.12927327692389212
156,1.0728131845892857,0.2254102134398998,0.12531818705130537,1.9246573357759245,0.1669369931378665,0.08739546790313961
157,1.0696538154271875,0.1463165944430283,0.09755500739033515,1.921766058948387,0.15548621944877794,0.078237888811675
158,1.0717425803312748,0.1685790099734651,0.11180425041446741,1.926268926714965,0.263807843669426,0.10956676620740309
159,1.071856350029086,0.20892165898617512,0.12380983935697823,1.9221910695911562,0.3536758444507522,0.13717024170421577
160,1.0713569644429768,0.19727138015022738,0.12167446418267791,1.9205508392661719,0.27547835527208575,0.11197785404052753
161,1.0716897602980435,0.19397856651993833,0.11478546870851634,1.928663621930515,0.2707124795478209,0.09436228677440713
162,1.071999395464819,0.1783499903395219,0.1160824121341921,1.9206979093905943,0.22140221402214022,0.08926166866974639
163,1.0719634635371071,0.2315135015819292,0.13048427609225313,1.927344284559551,0.3005720228809152,0.12967822100482207
164,1.0700018389331871,0.21526564738670487,0.12203544132601662,1.9255166786373954,0.2989736724676484,0.11478570557099972
165,1.0719356482511695,0.2520207606568536,0.14235198193859275,1.9211511329600686,0.34617097061442564,0.16470193393738847
166,1.0721973556639421,0.1846231029725323,0.1166746756920493,1.9239752049047512,0.2353082273926601,0.11629321610427379
167,1.0728331723205826,0.21276139793203208,0.1260413416158032,1.9314568347237058,0.23281347473487213,0.10274117823997778
168,1.0707800006940156,0.20575013868431624,0.12255101470455032,1.925607792917789,0.26807072282891314,0.11642143838969884
169,1.071763188982673,0.19825959512686636,0.12339082071668035,1.9246557091042722,0.30343330166915455,0.12354507297530196
170,1.0715054647631401,0.21184320266889073,0.12463436348866881,1.9275281521558023,0.35906589320243937,0.12446967837595915
171,1.0714039069239103,0.15049765694589676,0.1009078629701567,1.9248557587157094,0.138125,0.05312423783262383
172,1.0711438753505393,0.17968526466380544,0.11850058502981597,1.9259380746183012,0.3266375545851528,0.13938576808644784
173,1.0720409805291955,0.18261078502042358,0.11899916301438891,1.930663930742364,0.18889582033686836,0.09547394647935917
174,1.0724921749769443,0.19037817471392687,0.11746413860321155,1.9245790036470158,0.3078523140925637,0.1311154063637043
175,1.071684371743357,0.23767498478393184,0.12944746315268396,1.9334010706966507,0.32926483110984955,0.1264464921427782
176,1.0711862587670824,0.1631650750341064,0.10977945823833753,1.9223329670288984,0.21294851794071762,0.10010380944559673
177,1.0723943266286364,0.21006439643946556,0.11461869987855193,1.9290400728721737,0.29519650655021834,0.12475393464541415
178,1.0726673770724713,0.2549774989772262,0.1351179035118201,1.9237819692298723,0.33491654227167866,0.12843369397858995
179,1.071433696256723,0.17951933124346917,0.11503658778075755,1.9226109215718674,0.272247541376829,0.1240395977625069
180,1.071689073048198,0.2035721212334926,0.122082912814167,1.9269405011053056,0.2570281124497992,0.09484853438868365
181,1.0719810454333216,0.19683445131076252,0.1209990424764427,1.921989335917836,0.08866354654186168,0.04908555198259584
182,1.0717308497318345,0.1818772106693095,0.11947500416950413,1.9275911332283966,0.24527518172377985,0.136816581339602
183,1.070741857406345,0.253504428481763,0.13405907825385635,1.9255154553581686,0.3190625,0.10426398758787277
184,1.0714197823953406,0.22263364059789917,0.12029432736386127,1.9245466150735553,0.2888591402647628,0.10678699948842543
185,1.0723682619873118,0.21162648214221358,0.12496987518759223,1.926483477970395,0.31890351472384315,0.13192796528421652
186,1.0715057864623976,0.20503968328423738,0.12126406163795549,1.9335575242160643,0.28186204938972464,0.1094077294857244
187,1.0723283503670966,0.2150323717780919,0.1205065616434968,1.9287065352448738,0.2659791016420138,0.10396087253439419
188,1.0723867631953503,0.20927052218663403,0.12755235148311367,1.9326176230014294,0.1596875,0.06559007267647907
189,1.0716354448975882,0.19097192299074442,0.12078168158989366,1.9278564283353257,0.21035558328134749,0.09599517827723235
190,1.072696961427951,0.1894394106329447,0.12094811838425475,1.926608594578486,0.2462882096069869,0.11259706679229853
191,1.07202138856537,0.19613393422473835,0.11354655866221629,1.9393889001648492,0.24578914535246413,0.10736199373095778
192,1.070040890846223,0.2029015687907816,0.12727284674836037,1.9134686950928657,0.23626769009354762,0.11053430296386255
193,1.0716738923808338,0.18797109198475256,0.11998982939462204,1.9124269808409016,0.37727509100364015,0.15067367263611586
194,1.072120861808152,0.1988960050953611,0.12145687624055264,1.9176837521440842,0.17576703068122726,0.0766157441226899
195,1.0722444601921246,0.18985172256552982,0.12879223188040223,1.9113921995502507,0.22778553776727195,0.11814113140012633
196,1.0716283954276922,0.11722558481923769,0.10153141221559887,1.9120964725320184,0.2122533748701973,0.11741353398205757
197,1.0707957283053922,0.2347587810346259,0.13331304331163724,1.918455819227378,0.3780702944768625,0.14309371879538466
198,1.071281840296396,0.2608621744747399,0.14213768901996476,1.9263342275708084,0.27656512353082274,0.12660303042116108
199,1.0729329473636986,0.2563071878140371,0.1368695478599007,1.9193846016845466,0.3234529381175247,0.1349810676871285
200,1.072314694454718,0.1964890128198383,0.1245322676471479,1.920192398707564,0.31374430319021346,0.13772751902090147
