epoch,train_loss,train_f1_micro,train_f1_macro,val_loss,val_f1_micro,val_f1_macro,threshold_mean,threshold_std,lr
1,1.105210796255812,0.39665761622827705,0.23640699072013002,0.7011629928650104,0.49393214787135353,0.3174328136459402,0.5699999999999998,1.1102230246251565e-16,0.00025
2,0.86539543495772,0.5195838391766893,0.3130607287820507,0.6494820483309407,0.5361366055758552,0.33618654017589517,0.6,2.220446049250313e-16,0.00025
3,0.7566923967623779,0.564724129566674,0.34461861797403637,0.5882008033460923,0.5928787056300768,0.3607777645791971,0.6099999999999998,0.0,0.00025
4,0.6664102267816904,0.5905170649791336,0.3664536058019618,0.5730535169670337,0.6040201785812078,0.38255761600960336,0.6199999999999999,1.1102230246251565e-16,0.00025
5,0.5942628564940216,0.6088809064832675,0.38143491625561887,0.5487778359232223,0.6350935564674888,0.4168181274142723,0.6099999999999998,0.0,0.00025
6,0.5582309229793437,0.6221622932721064,0.3925301755536573,0.5579979531067895,0.6638662167414398,0.42022523784765925,0.6299999999999996,1.1102230246251565e-16,0.00025
7,0.4636830702295536,0.6380936936532933,0.4043378109096915,0.5433753268238167,0.6815517672246111,0.43448878152541154,0.6399999999999998,1.1102230246251565e-16,0.00025
8,0.4336706835111389,0.6488142163371142,0.4151634119874261,0.515914114439704,0.6688655530065591,0.4354630790668429,0.6099999999999998,0.0,0.00025
9,0.4205285425525642,0.6586543279803885,0.42691101709667245,0.5535493725095652,0.6981812868270512,0.45533448733352505,0.6099999999999998,0.0,0.00025
10,0.39727062090057885,0.6676848825012158,0.4309933994822037,0.5258297146280535,0.7036810667787843,0.4588682384855484,0.6299999999999996,1.1102230246251565e-16,0.00025
11,0.3752277115393792,0.6773466829534593,0.44492989411753425,0.5212614434139451,0.7113192124205813,0.4695223186929757,0.6099999999999998,0.0,0.00025
12,0.3618397561600435,0.6840547766536892,0.44752817467333317,0.47782829710862823,0.6988946105976483,0.4581661407381257,0.6199999999999999,1.1102230246251565e-16,0.00025
13,0.3617365699926793,0.6891654196033631,0.4520380856893619,0.522609395876153,0.7194783821977354,0.4679111872649519,0.6199999999999999,1.1102230246251565e-16,0.00025
14,0.3376731287401944,0.6956434521343586,0.46252823590534997,0.5656107214404246,0.7438347172877966,0.49871760476301624,0.6199999999999999,1.1102230246251565e-16,0.00025
15,0.32752251581937025,0.7021640389161767,0.47163335739625567,0.5478041861310163,0.7397701196895351,0.5064185969641076,0.6,2.220446049250313e-16,0.00025
16,0.3220585151431753,0.7082378471064601,0.47885952852012303,0.5016729324998678,0.7366349866349866,0.4847739497121974,0.5899999999999997,0.0,0.00025
17,0.32537787973047266,0.71222323087867,0.48502667406594097,0.5367216556989343,0.7520535710813638,0.5048374634360844,0.5899999999999997,0.0,0.00025
18,0.2923322873751907,0.7182492408086634,0.48707662043559175,0.5407442303862082,0.747520931666102,0.4982251420117747,0.5799999999999995,2.220446049250313e-16,0.00025
19,0.28294070362390095,0.7238028555747261,0.4980977371590961,0.5893870054710619,0.7603889268951941,0.5179755102388081,0.5799999999999995,2.220446049250313e-16,0.00025
20,0.27612764152884056,0.728917709800919,0.5017742293678792,0.5416609503116746,0.764045960957757,0.5216610687298292,0.5899999999999997,0.0,0.00025
21,0.2715122778849666,0.7329384576470565,0.5131634590088736,0.5505762539498328,0.7568271547966979,0.5035631583129064,0.5899999999999997,0.0,0.00025
22,0.25999387939111934,0.7377469800900194,0.5222947479723086,0.5621058533717972,0.7741908634907672,0.5268862932871511,0.5799999999999995,2.220446049250313e-16,0.00025
23,0.2548585935679457,0.741388377845655,0.5177623520543535,0.5698850041570036,0.7659934964473246,0.5219511775511569,0.5799999999999995,2.220446049250313e-16,0.00025
24,0.24436262859858754,0.7472723869500236,0.5320086556501374,0.6218124892836909,0.7836618232326317,0.5514498299073798,0.5699999999999998,1.1102230246251565e-16,0.00025
25,0.2668213306697254,0.7505767034472511,0.5386479610120076,0.6926267665863439,0.7918521906489397,0.5688589238979477,0.5799999999999995,2.220446049250313e-16,0.00025
26,0.23493784180456695,0.7542172577330762,0.5401349770998372,0.6283999714133371,0.786996685890243,0.5475572841927449,0.5899999999999997,0.0,0.00025
27,0.2301654940601223,0.7581837694122955,0.5456261518153135,0.6436823238040882,0.7795274767215103,0.5580178528962253,0.5899999999999997,0.0,0.00025
28,0.22531675435786902,0.7614733667329705,0.5551195368705997,0.6388436163481376,0.7927501970055162,0.5700402710681638,0.5799999999999995,2.220446049250313e-16,0.00025
29,0.21998680289078715,0.7659475496980271,0.5682948549262796,0.6876340643034947,0.7993144330298786,0.5738426838166468,0.5699999999999998,1.1102230246251565e-16,0.00025
30,0.21413693952635943,0.7691962143239707,0.5758660556112708,0.6482900068527955,0.7916346791587677,0.5725873412638891,0.5699999999999998,1.1102230246251565e-16,0.00025
31,0.20962129792091214,0.7731335094878443,0.5722617960143124,0.683152446639113,0.8049502384408045,0.5813599211252651,0.5599999999999996,1.1102230246251565e-16,0.00025
32,0.2062077540240465,0.7759761340953872,0.5786749994425839,0.7290804190089072,0.8048874862138038,0.600011748811025,0.5799999999999995,2.220446049250313e-16,0.00025
33,0.19907971677647426,0.7806263831004493,0.5937544242908946,0.7642144283363927,0.8146573237493762,0.6053307185202935,0.5699999999999998,1.1102230246251565e-16,0.00025
34,0.19600242034315546,0.7832396682557137,0.5964830797655413,0.6294624659798299,0.7949624784835718,0.5721682833487948,0.5799999999999995,2.220446049250313e-16,0.00025
35,0.19323015722993067,0.7871664348071404,0.6123582729295024,0.7693018550472353,0.8171560636117822,0.6145658876249741,0.5699999999999998,1.1102230246251565e-16,0.00025
36,0.18826317353796593,0.790038375093047,0.6184689570171851,0.7763030651670135,0.8144129552533746,0.6088374248157588,0.5599999999999996,1.1102230246251565e-16,0.00025
37,0.18350378106533247,0.7931374360473239,0.6206693894783564,0.825161445598297,0.8177863778514217,0.6235253802034204,0.5599999999999996,1.1102230246251565e-16,0.00025
38,0.1793695853135363,0.7960847884851316,0.631506778576426,0.7458898874723732,0.822461760431587,0.6196553722250512,0.5499999999999999,1.1102230246251565e-16,0.00025
39,0.18166842332635227,0.7981415150493141,0.6353707050837386,0.833139476748467,0.8205747252574976,0.6180825621107455,0.5399999999999997,1.1102230246251565e-16,0.00025
40,0.1726258355638402,0.8012629211677221,0.6278118322636549,0.7321783573512436,0.8170814889876031,0.6210763593988387,0.5599999999999996,1.1102230246251565e-16,0.00025
41,0.17555895907042082,0.8038097184055245,0.6359928064575849,0.7404723942232547,0.8190976876130494,0.6204347847199486,0.5499999999999999,1.1102230246251565e-16,0.00025
42,0.16636563241412378,0.8071054162190878,0.6484595825690543,0.8626803755520097,0.8257259453211615,0.6418168136306936,0.5599999999999996,1.1102230246251565e-16,0.00025
43,0.16458747465978837,0.8100929460848274,0.6570831885288339,0.7886046514473474,0.8257803310368005,0.6306019715297471,0.5599999999999996,1.1102230246251565e-16,0.000175
44,0.15484592548406098,0.8167928470661239,0.675985034220758,0.757942594016355,0.822797025787059,0.6359653540210285,0.5699999999999998,1.1102230246251565e-16,0.000175
45,0.14994915024506528,0.8198988886953131,0.6856730395110666,0.8814759680161227,0.8342266176441674,0.6501566967055113,0.5499999999999999,1.1102230246251565e-16,0.000175
