run_name,status,learning_rate,batch_size,weight_decay,leaf_dropout,readout_dropout,merge_residual_weight,threshold_grid_step,chi,segment_window_size,segment_stride,best_epoch,best_early_stop_score,best_val_loss,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,elapsed_seconds,output_dir,command
lr0p0004_bs1024_wd3em06_ld0p05_rd0p05_mrw0p15_tgs0p02_chi64_win64_stride32,ok,0.0004,1024,3e-06,0.05,0.05,0.15,0.02,64,64,32,47,0.547348,0.986060,0.746276,0.303886,0.705546,0.791996,104.57,src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd3em06_ld0p05_rd0p05_mrw0p15_tgs0p02_chi64_win64_stride32,/Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/.venv/bin/python /Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/train.py --data-dir data/raw --output-dir src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd3em06_ld0p05_rd0p05_mrw0p15_tgs0p02_chi64_win64_stride32 --device mps --epochs 200 --early-stopping-patience 20 --min-epochs-before-stopping 30 --num-workers 0 --seed 42 --batch-size 1024 --learning-rate 0.0004 --weight-decay 3e-06 --leaf-dropout 0.05 --readout-dropout 0.05 --merge-residual-weight 0.15 --threshold-grid-step 0.02 --chi 64 --segment-window-size 64 --segment-stride 32 --apply-snv --cache-path data/cache/ir_spectra_len1800_snv_files1.npz --split-path src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/one_file_run/data_split_seed42_files1.npz --max-files 1 --no-amp --no-compile
lr0p0004_bs1024_wd3em06_ld0p1_rd0_mrw0p1_tgs0p02_chi64_win64_stride32,ok,0.0004,1024,3e-06,0.1,0.0,0.1,0.02,64,64,32,36,0.540633,0.729292,0.734614,0.316630,0.657936,0.831522,90.97,src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd3em06_ld0p1_rd0_mrw0p1_tgs0p02_chi64_win64_stride32,/Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/.venv/bin/python /Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/train.py --data-dir data/raw --output-dir src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd3em06_ld0p1_rd0_mrw0p1_tgs0p02_chi64_win64_stride32 --device mps --epochs 200 --early-stopping-patience 20 --min-epochs-before-stopping 30 --num-workers 0 --seed 42 --batch-size 1024 --learning-rate 0.0004 --weight-decay 3e-06 --leaf-dropout 0.1 --readout-dropout 0.0 --merge-residual-weight 0.1 --threshold-grid-step 0.02 --chi 64 --segment-window-size 64 --segment-stride 32 --apply-snv --cache-path data/cache/ir_spectra_len1800_snv_files1.npz --split-path src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/one_file_run/data_split_seed42_files1.npz --max-files 1 --no-amp --no-compile
lr0p0004_bs1024_wd3em06_ld0p1_rd0_mrw0p15_tgs0p02_chi64_win64_stride32,ok,0.0004,1024,3e-06,0.1,0.0,0.15,0.02,64,64,32,98,0.550629,1.268424,0.775677,0.304499,0.803175,0.750000,187.26,src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd3em06_ld0p1_rd0_mrw0p15_tgs0p02_chi64_win64_stride32,/Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/.venv/bin/python /Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/train.py --data-dir data/raw --output-dir src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd3em06_ld0p1_rd0_mrw0p15_tgs0p02_chi64_win64_stride32 --device mps --epochs 200 --early-stopping-patience 20 --min-epochs-before-stopping 30 --num-workers 0 --seed 42 --batch-size 1024 --learning-rate 0.0004 --weight-decay 3e-06 --leaf-dropout 0.1 --readout-dropout 0.0 --merge-residual-weight 0.15 --threshold-grid-step 0.02 --chi 64 --segment-window-size 64 --segment-stride 32 --apply-snv --cache-path data/cache/ir_spectra_len1800_snv_files1.npz --split-path src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/one_file_run/data_split_seed42_files1.npz --max-files 1 --no-amp --no-compile
lr0p0004_bs1024_wd3em06_ld0p1_rd0p05_mrw0p1_tgs0p02_chi64_win64_stride32,ok,0.0004,1024,3e-06,0.1,0.05,0.1,0.02,64,64,32,42,0.552127,0.814607,0.736750,0.294890,0.663892,0.827569,98.15,src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd3em06_ld0p1_rd0p05_mrw0p1_tgs0p02_chi64_win64_stride32,/Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/.venv/bin/python /Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/train.py --data-dir data/raw --output-dir src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd3em06_ld0p1_rd0p05_mrw0p1_tgs0p02_chi64_win64_stride32 --device mps --epochs 200 --early-stopping-patience 20 --min-epochs-before-stopping 30 --num-workers 0 --seed 42 --batch-size 1024 --learning-rate 0.0004 --weight-decay 3e-06 --leaf-dropout 0.1 --readout-dropout 0.05 --merge-residual-weight 0.1 --threshold-grid-step 0.02 --chi 64 --segment-window-size 64 --segment-stride 32 --apply-snv --cache-path data/cache/ir_spectra_len1800_snv_files1.npz --split-path src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/one_file_run/data_split_seed42_files1.npz --max-files 1 --no-amp --no-compile
lr0p0004_bs1024_wd3em06_ld0p1_rd0p05_mrw0p15_tgs0p02_chi64_win64_stride32,ok,0.0004,1024,3e-06,0.1,0.05,0.15,0.02,64,64,32,41,0.555051,0.808267,0.750992,0.306379,0.711632,0.794960,96.41,src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd3em06_ld0p1_rd0p05_mrw0p15_tgs0p02_chi64_win64_stride32,/Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/.venv/bin/python /Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/train.py --data-dir data/raw --output-dir src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd3em06_ld0p1_rd0p05_mrw0p15_tgs0p02_chi64_win64_stride32 --device mps --epochs 200 --early-stopping-patience 20 --min-epochs-before-stopping 30 --num-workers 0 --seed 42 --batch-size 1024 --learning-rate 0.0004 --weight-decay 3e-06 --leaf-dropout 0.1 --readout-dropout 0.05 --merge-residual-weight 0.15 --threshold-grid-step 0.02 --chi 64 --segment-window-size 64 --segment-stride 32 --apply-snv --cache-path data/cache/ir_spectra_len1800_snv_files1.npz --split-path src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/one_file_run/data_split_seed42_files1.npz --max-files 1 --no-amp --no-compile
lr0p0004_bs1024_wd3em06_ld0p15_rd0_mrw0p1_tgs0p02_chi64_win64_stride32,ok,0.0004,1024,3e-06,0.15,0.0,0.1,0.02,64,64,32,40,0.550947,0.743721,0.733725,0.296315,0.655897,0.832510,96.67,src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd3em06_ld0p15_rd0_mrw0p1_tgs0p02_chi64_win64_stride32,/Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/.venv/bin/python /Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/train.py --data-dir data/raw --output-dir src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd3em06_ld0p15_rd0_mrw0p1_tgs0p02_chi64_win64_stride32 --device mps --epochs 200 --early-stopping-patience 20 --min-epochs-before-stopping 30 --num-workers 0 --seed 42 --batch-size 1024 --learning-rate 0.0004 --weight-decay 3e-06 --leaf-dropout 0.15 --readout-dropout 0.0 --merge-residual-weight 0.1 --threshold-grid-step 0.02 --chi 64 --segment-window-size 64 --segment-stride 32 --apply-snv --cache-path data/cache/ir_spectra_len1800_snv_files1.npz --split-path src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/one_file_run/data_split_seed42_files1.npz --max-files 1 --no-amp --no-compile
lr0p0004_bs1024_wd3em06_ld0p15_rd0_mrw0p15_tgs0p02_chi64_win64_stride32,ok,0.0004,1024,3e-06,0.15,0.0,0.15,0.02,64,64,32,41,0.547651,0.770784,0.731849,0.309148,0.666261,0.811759,96.97,src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd3em06_ld0p15_rd0_mrw0p15_tgs0p02_chi64_win64_stride32,/Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/.venv/bin/python /Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/train.py --data-dir data/raw --output-dir src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd3em06_ld0p15_rd0_mrw0p15_tgs0p02_chi64_win64_stride32 --device mps --epochs 200 --early-stopping-patience 20 --min-epochs-before-stopping 30 --num-workers 0 --seed 42 --batch-size 1024 --learning-rate 0.0004 --weight-decay 3e-06 --leaf-dropout 0.15 --readout-dropout 0.0 --merge-residual-weight 0.15 --threshold-grid-step 0.02 --chi 64 --segment-window-size 64 --segment-stride 32 --apply-snv --cache-path data/cache/ir_spectra_len1800_snv_files1.npz --split-path src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/one_file_run/data_split_seed42_files1.npz --max-files 1 --no-amp --no-compile
lr0p0004_bs1024_wd3em06_ld0p15_rd0p05_mrw0p1_tgs0p02_chi64_win64_stride32,ok,0.0004,1024,3e-06,0.15,0.05,0.1,0.02,64,64,32,51,0.561786,0.852040,0.747922,0.320530,0.701906,0.800395,111.97,src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd3em06_ld0p15_rd0p05_mrw0p1_tgs0p02_chi64_win64_stride32,/Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/.venv/bin/python /Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/train.py --data-dir data/raw --output-dir src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd3em06_ld0p15_rd0p05_mrw0p1_tgs0p02_chi64_win64_stride32 --device mps --epochs 200 --early-stopping-patience 20 --min-epochs-before-stopping 30 --num-workers 0 --seed 42 --batch-size 1024 --learning-rate 0.0004 --weight-decay 3e-06 --leaf-dropout 0.15 --readout-dropout 0.05 --merge-residual-weight 0.1 --threshold-grid-step 0.02 --chi 64 --segment-window-size 64 --segment-stride 32 --apply-snv --cache-path data/cache/ir_spectra_len1800_snv_files1.npz --split-path src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/one_file_run/data_split_seed42_files1.npz --max-files 1 --no-amp --no-compile
lr0p0004_bs1024_wd3em06_ld0p15_rd0p05_mrw0p15_tgs0p02_chi64_win64_stride32,ok,0.0004,1024,3e-06,0.15,0.05,0.15,0.02,64,64,32,63,0.551797,0.974382,0.750879,0.306399,0.714222,0.791502,130.85,src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd3em06_ld0p15_rd0p05_mrw0p15_tgs0p02_chi64_win64_stride32,/Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/.venv/bin/python /Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/train.py --data-dir data/raw --output-dir src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd3em06_ld0p15_rd0p05_mrw0p15_tgs0p02_chi64_win64_stride32 --device mps --epochs 200 --early-stopping-patience 20 --min-epochs-before-stopping 30 --num-workers 0 --seed 42 --batch-size 1024 --learning-rate 0.0004 --weight-decay 3e-06 --leaf-dropout 0.15 --readout-dropout 0.05 --merge-residual-weight 0.15 --threshold-grid-step 0.02 --chi 64 --segment-window-size 64 --segment-stride 32 --apply-snv --cache-path data/cache/ir_spectra_len1800_snv_files1.npz --split-path src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/one_file_run/data_split_seed42_files1.npz --max-files 1 --no-amp --no-compile
lr0p0004_bs1024_wd1em05_ld0p05_rd0_mrw0p1_tgs0p02_chi64_win64_stride32,ok,0.0004,1024,1e-05,0.05,0.0,0.1,0.02,64,64,32,42,0.560506,0.820056,0.737776,0.295051,0.683523,0.801383,99.11,src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd1em05_ld0p05_rd0_mrw0p1_tgs0p02_chi64_win64_stride32,/Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/.venv/bin/python /Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/train.py --data-dir data/raw --output-dir src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd1em05_ld0p05_rd0_mrw0p1_tgs0p02_chi64_win64_stride32 --device mps --epochs 200 --early-stopping-patience 20 --min-epochs-before-stopping 30 --num-workers 0 --seed 42 --batch-size 1024 --learning-rate 0.0004 --weight-decay 1e-05 --leaf-dropout 0.05 --readout-dropout 0.0 --merge-residual-weight 0.1 --threshold-grid-step 0.02 --chi 64 --segment-window-size 64 --segment-stride 32 --apply-snv --cache-path data/cache/ir_spectra_len1800_snv_files1.npz --split-path src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/one_file_run/data_split_seed42_files1.npz --max-files 1 --no-amp --no-compile
lr0p0004_bs1024_wd1em05_ld0p05_rd0_mrw0p15_tgs0p02_chi64_win64_stride32,ok,0.0004,1024,1e-05,0.05,0.0,0.15,0.02,64,64,32,37,0.555304,0.828689,0.752225,0.305396,0.715049,0.793478,91.82,src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd1em05_ld0p05_rd0_mrw0p15_tgs0p02_chi64_win64_stride32,/Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/.venv/bin/python /Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/train.py --data-dir data/raw --output-dir src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd1em05_ld0p05_rd0_mrw0p15_tgs0p02_chi64_win64_stride32 --device mps --epochs 200 --early-stopping-patience 20 --min-epochs-before-stopping 30 --num-workers 0 --seed 42 --batch-size 1024 --learning-rate 0.0004 --weight-decay 1e-05 --leaf-dropout 0.05 --readout-dropout 0.0 --merge-residual-weight 0.15 --threshold-grid-step 0.02 --chi 64 --segment-window-size 64 --segment-stride 32 --apply-snv --cache-path data/cache/ir_spectra_len1800_snv_files1.npz --split-path src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/one_file_run/data_split_seed42_files1.npz --max-files 1 --no-amp --no-compile
lr0p0004_bs1024_wd1em05_ld0p05_rd0p05_mrw0p1_tgs0p02_chi64_win64_stride32,ok,0.0004,1024,1e-05,0.05,0.05,0.1,0.02,64,64,32,39,0.541640,0.782616,0.722234,0.290653,0.646737,0.817688,92.30,src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd1em05_ld0p05_rd0p05_mrw0p1_tgs0p02_chi64_win64_stride32,/Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/.venv/bin/python /Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/train.py --data-dir data/raw --output-dir src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd1em05_ld0p05_rd0p05_mrw0p1_tgs0p02_chi64_win64_stride32 --device mps --epochs 200 --early-stopping-patience 20 --min-epochs-before-stopping 30 --num-workers 0 --seed 42 --batch-size 1024 --learning-rate 0.0004 --weight-decay 1e-05 --leaf-dropout 0.05 --readout-dropout 0.05 --merge-residual-weight 0.1 --threshold-grid-step 0.02 --chi 64 --segment-window-size 64 --segment-stride 32 --apply-snv --cache-path data/cache/ir_spectra_len1800_snv_files1.npz --split-path src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/one_file_run/data_split_seed42_files1.npz --max-files 1 --no-amp --no-compile
lr0p0004_bs1024_wd1em05_ld0p05_rd0p05_mrw0p15_tgs0p02_chi64_win64_stride32,ok,0.0004,1024,1e-05,0.05,0.05,0.15,0.02,64,64,32,45,0.539639,0.962166,0.744143,0.302081,0.701355,0.792490,101.59,src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd1em05_ld0p05_rd0p05_mrw0p15_tgs0p02_chi64_win64_stride32,/Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/.venv/bin/python /Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/train.py --data-dir data/raw --output-dir src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd1em05_ld0p05_rd0p05_mrw0p15_tgs0p02_chi64_win64_stride32 --device mps --epochs 200 --early-stopping-patience 20 --min-epochs-before-stopping 30 --num-workers 0 --seed 42 --batch-size 1024 --learning-rate 0.0004 --weight-decay 1e-05 --leaf-dropout 0.05 --readout-dropout 0.05 --merge-residual-weight 0.15 --threshold-grid-step 0.02 --chi 64 --segment-window-size 64 --segment-stride 32 --apply-snv --cache-path data/cache/ir_spectra_len1800_snv_files1.npz --split-path src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/one_file_run/data_split_seed42_files1.npz --max-files 1 --no-amp --no-compile
lr0p0004_bs1024_wd1em05_ld0p1_rd0_mrw0p1_tgs0p02_chi64_win64_stride32,ok,0.0004,1024,1e-05,0.1,0.0,0.1,0.02,64,64,32,34,0.560246,0.713228,0.746269,0.303502,0.697126,0.802866,86.16,src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd1em05_ld0p1_rd0_mrw0p1_tgs0p02_chi64_win64_stride32,/Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/.venv/bin/python /Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/train.py --data-dir data/raw --output-dir src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd1em05_ld0p1_rd0_mrw0p1_tgs0p02_chi64_win64_stride32 --device mps --epochs 200 --early-stopping-patience 20 --min-epochs-before-stopping 30 --num-workers 0 --seed 42 --batch-size 1024 --learning-rate 0.0004 --weight-decay 1e-05 --leaf-dropout 0.1 --readout-dropout 0.0 --merge-residual-weight 0.1 --threshold-grid-step 0.02 --chi 64 --segment-window-size 64 --segment-stride 32 --apply-snv --cache-path data/cache/ir_spectra_len1800_snv_files1.npz --split-path src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/one_file_run/data_split_seed42_files1.npz --max-files 1 --no-amp --no-compile
lr0p0004_bs1024_wd1em05_ld0p1_rd0_mrw0p15_tgs0p02_chi64_win64_stride32,ok,0.0004,1024,1e-05,0.1,0.0,0.15,0.02,64,64,32,37,0.553200,0.785473,0.742319,0.317389,0.679671,0.817688,93.60,src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd1em05_ld0p1_rd0_mrw0p15_tgs0p02_chi64_win64_stride32,/Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/.venv/bin/python /Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/train.py --data-dir data/raw --output-dir src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd1em05_ld0p1_rd0_mrw0p15_tgs0p02_chi64_win64_stride32 --device mps --epochs 200 --early-stopping-patience 20 --min-epochs-before-stopping 30 --num-workers 0 --seed 42 --batch-size 1024 --learning-rate 0.0004 --weight-decay 1e-05 --leaf-dropout 0.1 --readout-dropout 0.0 --merge-residual-weight 0.15 --threshold-grid-step 0.02 --chi 64 --segment-window-size 64 --segment-stride 32 --apply-snv --cache-path data/cache/ir_spectra_len1800_snv_files1.npz --split-path src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/one_file_run/data_split_seed42_files1.npz --max-files 1 --no-amp --no-compile
lr0p0004_bs1024_wd1em05_ld0p1_rd0p05_mrw0p1_tgs0p02_chi64_win64_stride32,ok,0.0004,1024,1e-05,0.1,0.05,0.1,0.02,64,64,32,70,0.566975,1.114891,0.749706,0.295404,0.716149,0.786561,140.95,src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd1em05_ld0p1_rd0p05_mrw0p1_tgs0p02_chi64_win64_stride32,/Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/.venv/bin/python /Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/train.py --data-dir data/raw --output-dir src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd1em05_ld0p1_rd0p05_mrw0p1_tgs0p02_chi64_win64_stride32 --device mps --epochs 200 --early-stopping-patience 20 --min-epochs-before-stopping 30 --num-workers 0 --seed 42 --batch-size 1024 --learning-rate 0.0004 --weight-decay 1e-05 --leaf-dropout 0.1 --readout-dropout 0.05 --merge-residual-weight 0.1 --threshold-grid-step 0.02 --chi 64 --segment-window-size 64 --segment-stride 32 --apply-snv --cache-path data/cache/ir_spectra_len1800_snv_files1.npz --split-path src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/one_file_run/data_split_seed42_files1.npz --max-files 1 --no-amp --no-compile
lr0p0004_bs1024_wd1em05_ld0p1_rd0p05_mrw0p15_tgs0p02_chi64_win64_stride32,ok,0.0004,1024,1e-05,0.1,0.05,0.15,0.02,64,64,32,61,0.561706,1.074953,0.762947,0.307061,0.751077,0.775198,127.56,src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd1em05_ld0p1_rd0p05_mrw0p15_tgs0p02_chi64_win64_stride32,/Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/.venv/bin/python /Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/train.py --data-dir data/raw --output-dir src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd1em05_ld0p1_rd0p05_mrw0p15_tgs0p02_chi64_win64_stride32 --device mps --epochs 200 --early-stopping-patience 20 --min-epochs-before-stopping 30 --num-workers 0 --seed 42 --batch-size 1024 --learning-rate 0.0004 --weight-decay 1e-05 --leaf-dropout 0.1 --readout-dropout 0.05 --merge-residual-weight 0.15 --threshold-grid-step 0.02 --chi 64 --segment-window-size 64 --segment-stride 32 --apply-snv --cache-path data/cache/ir_spectra_len1800_snv_files1.npz --split-path src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/one_file_run/data_split_seed42_files1.npz --max-files 1 --no-amp --no-compile
lr0p0004_bs1024_wd1em05_ld0p15_rd0_mrw0p1_tgs0p02_chi64_win64_stride32,ok,0.0004,1024,1e-05,0.15,0.0,0.1,0.02,64,64,32,49,0.558159,0.913691,0.754022,0.304760,0.713907,0.798913,111.64,src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd1em05_ld0p15_rd0_mrw0p1_tgs0p02_chi64_win64_stride32,/Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/.venv/bin/python /Users/leonakryeziu/ZHAW_Modul/SEM6/BA/spectroscopy-qml-xkye-verdiant/src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/train.py --data-dir data/raw --output-dir src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/sweeps/lr0p0004_bs1024_wd1em05_ld0p15_rd0_mrw0p1_tgs0p02_chi64_win64_stride32 --device mps --epochs 200 --early-stopping-patience 20 --min-epochs-before-stopping 30 --num-workers 0 --seed 42 --batch-size 1024 --learning-rate 0.0004 --weight-decay 1e-05 --leaf-dropout 0.15 --readout-dropout 0.0 --merge-residual-weight 0.1 --threshold-grid-step 0.02 --chi 64 --segment-window-size 64 --segment-stride 32 --apply-snv --cache-path data/cache/ir_spectra_len1800_snv_files1.npz --split-path src/spectroscopy_qml/ir/tree_tensor_network/experiment/experiment6/results/one_file_run/data_split_seed42_files1.npz --max-files 1 --no-amp --no-compile
