epoch,train_loss,train_f1_micro,val_loss,val_f1_micro,threshold,lr
1,1.1592539882466526,0.21487694327953574,1.1168747810466264,0.27890742579013095,0.5000000000000001,0.001
2,1.1442940536453348,0.274624685822974,1.1079337453312017,0.29613612194257355,0.5000000000000001,0.001
3,1.1384661392338629,0.24003602612691238,1.1047651427553493,0.3087301107145018,0.5000000000000001,0.001
4,1.1368494038970465,0.24128497704061586,1.104780365317747,0.279467909817948,0.5000000000000001,0.001
5,1.1349794397578823,0.22502297395546927,1.1057800405035791,0.2425820598917289,0.5000000000000001,0.001
