epoch,train_loss,train_f1_micro,train_f1_macro,val_loss,val_f1_micro,val_f1_macro,early_stopping_score,threshold_mean,threshold_std,lr
1,0.3732822139474204,0.6703618782847951,0.20984159942793115,0.3550510236742339,0.6852644923295603,0.2422109789950238,0.46373773566229204,0.5,0.0,0.0003
2,0.3417497152221761,0.6885878528905889,0.2787906954636703,0.34371783276404727,0.6850548940776249,0.2827600667687511,0.483907480423188,0.5,0.0,0.0003
3,0.315749073906623,0.7002668188126299,0.34019483129256156,0.3389092145496318,0.6910530807305001,0.2987656453062999,0.4949093630184,0.5,0.0,0.0003
4,0.29045508758585653,0.7098701673122753,0.3982069792166118,0.3403863583345658,0.6906901025072074,0.3068185068061959,0.4987543046567017,0.5,0.0,0.0003
5,0.26772314401433356,0.7188158877423116,0.44612666564648257,0.34837382765825947,0.6853789164443375,0.3052831799926463,0.4953310482184919,0.5,0.0,0.0003
6,0.25420024897054566,0.723822376743186,0.471426212459431,0.3587325173289053,0.6835082395135875,0.3040895771000807,0.49379890830683415,0.5,0.0,0.0003
7,0.24128030986481272,0.7305665012694018,0.4969481578167046,0.3693051283798994,0.6806076783654639,0.2968735588639776,0.48874061861472073,0.5,0.0,0.0003
8,0.24128484087558727,0.7285180240233452,0.50343921618753,0.37475018780558694,0.6760886243020712,0.30144545551665597,0.48876703990936354,0.5,0.0,0.0003
9,0.2222856967461514,0.7421257395129156,0.553351180795173,0.3938438645110381,0.6803920860711965,0.30867749900082453,0.4945347925360105,0.5,0.0,0.0003
10,0.21564136925982708,0.7468455214696558,0.5597279037586039,0.39696768126959103,0.6756182535585411,0.29734540418125877,0.48648182886989993,0.5,0.0,0.00027
11,0.20184383111642432,0.758285162532051,0.5930340857755184,0.4230162529475175,0.6849622541862127,0.31715695666862465,0.5010596054274187,0.5,0.0,0.00027
12,0.19083338889822477,0.7671626558015859,0.6364790603293986,0.42990430340384134,0.679287023987528,0.3087607215739938,0.49402387278076093,0.5,0.0,0.00027
