epoch,train_loss,train_f1_micro,train_f1_macro,val_loss,val_f1_micro,val_f1_macro,early_stopping_score,threshold_mean,threshold_std,lr
1,0.19296338173353467,0.46457444950518756,0.28616917429927347,0.23146908281733022,0.7241405254926829,0.47559268304197533,0.5998666042673291,0.5616217255592346,0.19325818121433258,0.0003
2,0.15664864312722657,0.5406620257504317,0.36760510488553433,0.21531691759494617,0.7619736379910473,0.5089608484302208,0.6354672432106341,0.5767567753791809,0.19027793407440186,0.0003
3,0.14177132529319203,0.5716707073442638,0.38669194346131125,0.21045218197420645,0.7981595297671511,0.5263352779489567,0.6622474038580539,0.5859459638595581,0.18737821280956268,0.0003
4,0.13069068688383448,0.5950697203257924,0.39794869363978325,0.2119641983437034,0.7976128333887563,0.5305912081294881,0.6641020207591222,0.5881081223487854,0.1977418214082718,0.0003
5,0.1214571756237549,0.613967715872,0.40680514516223587,0.22994193302060423,0.8134997324509401,0.5386847780148405,0.6760922552328903,0.5897297859191895,0.1889728456735611,0.0003
6,0.11757750296257213,0.6215812845602722,0.4088647183830957,0.23820300412262074,0.8079161048689139,0.5307576823960045,0.6693368936324592,0.5918919444084167,0.18861998617649078,0.0003
7,0.11634674794062301,0.6245223304247894,0.40912272907020253,0.23703153794265586,0.8157732172429266,0.5440577873779625,0.6799155023104446,0.6113513112068176,0.19449396431446075,0.0003
8,0.113898473640074,0.6296734784095912,0.40975889874810817,0.2522534701789374,0.8144342517464834,0.5366318986400249,0.6755330751932542,0.5994593501091003,0.18380285799503326,0.0003
9,0.11789677753345505,0.6210640852525183,0.40460156770533623,0.23077928858461216,0.8176806366816551,0.5482834450778307,0.6829820408797429,0.6162161231040955,0.1898413449525833,0.0003
10,0.10736154602126875,0.6432443809779385,0.4248526813452468,0.24993815644149933,0.8209786602016489,0.558809239018123,0.6898939496098859,0.6178377866744995,0.18516805768013,0.0003
11,0.10164351587953425,0.655462623034278,0.4369605479279807,0.2888034753929092,0.823031233241114,0.5555326091757837,0.6892819212084489,0.6199999451637268,0.19239598512649536,0.0003
12,0.09907203512835588,0.660791758375404,0.44323501513988023,0.2928618303868706,0.8235444186178354,0.5590954908885085,0.691319954753172,0.607026994228363,0.18490120768547058,0.0003
13,0.09794724431430302,0.6633684639419403,0.4421023672381962,0.2850082046375774,0.8246490206994281,0.5642600450174571,0.6944545328584426,0.6351350545883179,0.1784258633852005,0.0003
14,0.09481012681551367,0.6700200563612527,0.4477022409285328,0.3026299744364238,0.8172051617085904,0.5486409142670301,0.6829230379878102,0.6216215491294861,0.2040867954492569,0.0003
15,0.09489284951976303,0.66966746075575,0.44327594715369706,0.3366242301758202,0.8249832192104245,0.5581205969918042,0.6915519081011143,0.6313512921333313,0.19152534008026123,0.0003
16,0.08664653720247316,0.68823598250264,0.47239151492219694,0.364654383594536,0.812744593823579,0.5487052824407981,0.6807249381321885,0.6459459066390991,0.18540619313716888,0.0003
17,0.09588113290167892,0.668607399600083,0.4455251620882739,0.31490950286388397,0.8239633781453554,0.5622900730851369,0.6931267256152461,0.6200000643730164,0.18217898905277252,0.0003
18,0.09152892782102431,0.6779561444161755,0.45145715486852045,0.3649690990841761,0.8249219337449829,0.564818136151277,0.6948700349481299,0.6189189553260803,0.18008680641651154,0.0003
19,0.08804624777758291,0.6860063423511461,0.4668026373855217,0.3619450845987295,0.8215114248275222,0.5598664295827115,0.6906889272051169,0.6432432532310486,0.2005135864019394,0.0003
20,0.09371930748735452,0.6727613271974933,0.43968532428984164,0.36835081683544957,0.8254329424947381,0.5685075635844541,0.696970253039596,0.6410810351371765,0.1693195253610611,0.0003
21,0.0864781316258627,0.6895623234040006,0.46566090906994667,0.3788451445366801,0.8251723642776678,0.5609639884625784,0.6930681763701232,0.6410810351371765,0.19160467386245728,0.0003
22,0.08091143411312718,0.7019356834892337,0.4864719316930786,0.4122734908791107,0.8235510899982585,0.5557961823700286,0.6896736361841436,0.6432431936264038,0.1770334094762802,0.0003
23,0.0870094556878404,0.6886717387902134,0.46754779903508703,0.4269312629766935,0.82781699378306,0.5647809550357834,0.6962989744094217,0.6340540051460266,0.17766441404819489,0.0003
24,0.08349732932646248,0.6970315937908323,0.47411962094207205,0.4177817672220962,0.8246657107572284,0.5575881973234955,0.691126954040362,0.6427026391029358,0.19037160277366638,0.0003
25,0.07694582211812133,0.7122233288121855,0.5084719205210894,0.45766598800157854,0.8268549091968534,0.5730980003086774,0.6999764547527654,0.6459459662437439,0.1796010434627533,0.0003
26,0.07927586762691186,0.7078694430875307,0.49978412380352977,0.4569072949922337,0.8280519354083022,0.5675076968570564,0.6977798161326794,0.6399999856948853,0.18217900395393372,0.0003
27,0.08383676730721334,0.6979063851218588,0.47416812572107436,0.38146923496824015,0.8297549603477589,0.5738822346271866,0.7018185974874727,0.653513491153717,0.1821822077035904,0.0003
28,0.08000334834814615,0.7064449606191108,0.48927702020282754,0.39058950385538355,0.8268388744988113,0.5670479332519501,0.6969434038753808,0.6502702832221985,0.1908513903617859,0.0003
29,0.07829325765669476,0.7103075884922988,0.4891321019959333,0.4800988542859528,0.8248721310414037,0.5743383654965879,0.6996052482689958,0.6340540051460266,0.18127861618995667,0.0003
30,0.07374298257871037,0.7212144672525072,0.5143975320211034,0.46539423785060796,0.8294354143873434,0.5753242348932452,0.7023798246402944,0.6356756091117859,0.18431083858013153,0.0003
31,0.07619083150081864,0.7163526630353247,0.4975983705691226,0.4364204026330994,0.8275398048488525,0.5674413179644779,0.6974905614066652,0.6291891932487488,0.1940518021583557,0.0003
32,0.08079338817645483,0.7057135092214327,0.48284433909964397,0.44380550434942334,0.8305068176495147,0.5756591608081254,0.7030829892288201,0.6378377676010132,0.18376152217388153,0.0003
33,0.06930191368849152,0.7325094164951337,0.534344251075321,0.6221742790331173,0.8319699072383318,0.5863647579121944,0.7091673325752631,0.6367567181587219,0.18735793232917786,0.0003
