epoch,train_loss,train_f1_macro,val_loss,val_f1_micro,val_f1_macro,score,lr
1,0.04334164851139404,0.8768474857353117,1.3620654364727054,0.49777437203484376,0.3977606363171817,0.44776750417601274,0.0003
2,0.03743038028845218,0.8799796889653406,1.3659705997713862,0.497702589807853,0.3977049871945609,0.44770378850120696,0.0003
3,0.038859814581106836,0.8751814338509545,1.3936327676878715,0.4952532889932479,0.39699058139229904,0.44612193519277343,0.0003
4,0.04056325551702291,0.871457911617948,1.3935193925945901,0.49925079083189966,0.39735096273901793,0.4483008767854588,0.0003
5,0.0404000992684302,0.8720375068342259,1.3797562070363478,0.49889007831427123,0.3968297639490568,0.447859921131664,0.0003
6,0.04036731882515503,0.8718964836249892,1.3842416088986853,0.4988291964942798,0.39801462708683455,0.4484219117905572,0.0003
7,0.04025851440959911,0.8720297886531321,1.3760111589566217,0.5002971539257335,0.3974439087494338,0.44887053133758364,0.0003
8,0.04012293096331519,0.8720150864343401,1.3788084206504283,0.49922071968828785,0.39727189761136994,0.4482463086498289,0.0003
9,0.04009305871074964,0.8725426398978471,1.3754473763890376,0.494887663882219,0.39647508710560353,0.4456813754939113,0.0003
10,0.03983675478667253,0.8723110938991816,1.37943012545116,0.49416929311121116,0.39630066688277665,0.4452349799969939,0.0003
11,0.040082700705198496,0.8720611389564988,1.3747867124078257,0.4975202355496345,0.39741029553312757,0.447465265541381,0.0003
12,0.039969812557559756,0.8720046637260139,1.375989649579124,0.5000609425035181,0.3974366914457612,0.44874881697463964,0.0003
13,0.039944724527959816,0.8717365124006085,1.375246350822852,0.4983871886932239,0.3978841705549228,0.44813567962407336,0.00027
14,0.03958468099524926,0.8726225441864659,1.3779323139699684,0.49935985368084135,0.3967337916973597,0.4480468226891005,0.00027
15,0.03983885725999852,0.872506353424998,1.3719593086271489,0.4989614585737364,0.39757687260743113,0.4482691655905838,0.00027
16,0.03997402971021855,0.8727527129286663,1.3774666741535382,0.4954414257570898,0.397184570211159,0.4463129979841244,0.00027
17,0.03966303367524582,0.8725458663069285,1.3741819612089121,0.4998862291799399,0.39754791822624025,0.4487170737030901,0.00027
18,0.039997929972883615,0.8721975403177364,1.3790948389760196,0.4958348464340343,0.39699702150362626,0.4464159339688303,0.00027
19,0.039835774714943074,0.8725944296169654,1.375767943025956,0.4966900157294979,0.39687260482171227,0.4467813102756051,0.000243
20,0.03982803775764063,0.8724630109003659,1.3700734384470477,0.4983706228481282,0.3971549021596774,0.4477627625039028,0.000243
21,0.0397555458628521,0.8723340893293663,1.37006283131731,0.49769879243563453,0.39769843882751454,0.44769861563157454,0.000243
22,0.03978481129315316,0.8725731458412402,1.3723483180351488,0.49864813532053714,0.3982692464838965,0.4484586909022168,0.000243
23,0.03984836984587222,0.8723448214483501,1.3741895400025212,0.49626903929185795,0.39719606508134486,0.4467325521866014,0.000243
24,0.03946268428757758,0.8728914214155854,1.3720439645939122,0.49885715553780263,0.39780184339840136,0.44832949946810197,0.000243
25,0.03976231061969328,0.8728203790148912,1.3710805485255768,0.49805892781006667,0.39681992483641965,0.4474394263232432,0.0002187
26,0.03954364463565346,0.8726990152602243,1.3707293903479523,0.49729766171893436,0.39717549332200697,0.44723657752047064,0.0002187
27,0.03967063489845729,0.8726664047688439,1.3713444461155033,0.4965669390603543,0.39581266279777505,0.4461898009290647,0.0002187
28,0.039861059847677696,0.8726064712090231,1.3731950330470144,0.4965099315452811,0.39717734254449033,0.4468436370448857,0.0002187
29,0.039713184214756655,0.8721561771330203,1.3652472994838956,0.49814381808309044,0.39746303788165943,0.44780342798237494,0.0002187
30,0.03926864966608149,0.8729572865752178,1.3717330506801124,0.49812183936400434,0.3970586935570848,0.44759026646054456,0.0002187
31,0.03988874347856722,0.873353399357617,1.3735635783136912,0.4974258042276857,0.39707162549167285,0.44724871485967926,0.00019683
32,0.03949581862765725,0.8728310480061247,1.3695636914695979,0.49914847846546856,0.3973744772684342,0.44826147786695136,0.00019683
33,0.03959096431219343,0.8729579925065075,1.3689410390090366,0.5002517707878747,0.39729232761108807,0.44877204919948144,0.00019683
34,0.03918259311596515,0.87352031951605,1.3711182981339347,0.49840610784013434,0.39780252563515245,0.4481043167376434,0.00019683
35,0.039568794032175156,0.8729584960271984,1.3733410605491108,0.4996493103102769,0.39843510092694784,0.44904220561861236,0.00019683
36,0.03939536501598675,0.8729457700195707,1.37128319874751,0.4968289414917374,0.39740420841052704,0.4471165749511322,0.00019683
37,0.03956845531899886,0.8731574233014475,1.376558110252968,0.49802601411427866,0.3977131730244943,0.4478695935693865,0.00019683
38,0.03934365820450854,0.8729457094855861,1.374508589127993,0.4981262095736707,0.39718827824776737,0.44765724391071904,0.00019683
39,0.03955628012933097,0.8728732356810689,1.371841603091356,0.49857578725751794,0.3966060426055484,0.44759091493153313,0.00019683
40,0.03948006195633041,0.8732680414988233,1.37275809655857,0.5000392900843053,0.39779922298807235,0.4489192565361888,0.00019683
41,0.03956339199990523,0.8730858052958588,1.3733717849607554,0.49937916243368324,0.3972140377590692,0.44829660009637623,0.000177147
42,0.03918563994143967,0.8736509091920012,1.373424500256987,0.49800493162967946,0.39686981437144786,0.44743737300056363,0.000177147
43,0.03939273297146303,0.8736010611293299,1.3732415851749562,0.49671854906656027,0.3977974336417496,0.4472579913541549,0.000177147
44,0.039556064206071884,0.8732853833222659,1.3726629531515568,0.5008289219441364,0.3980359630006217,0.44943244247237907,0.000177147
45,0.03932155008427516,0.8734300654037157,1.3694174067131342,0.4977509895645916,0.3964038313998629,0.44707741048222727,0.000177147
46,0.03946992103866968,0.8736407754017265,1.370753549557078,0.49916869747420684,0.3974586722505772,0.448313684862392,0.000177147
47,0.03934264775364671,0.8738819153334922,1.3693340022638365,0.4994242324048843,0.397251621990537,0.44833792719771065,0.000177147
48,0.03923914938451984,0.8731288302375935,1.3707121454216802,0.49861229484910075,0.39718602362626476,0.44789915923768275,0.000177147
49,0.0391048013462868,0.8741972710872479,1.3744891307385185,0.4991248772005104,0.3962781506168369,0.44770151390867363,0.000177147
50,0.03947502106258483,0.8734535096205267,1.3671303816912517,0.4998584002628091,0.39824999978993936,0.4490542000263742,0.0001594323
51,0.03914164192110249,0.8742954861317778,1.3722798757682755,0.4986648789300851,0.39699162125030285,0.447828250090194,0.0001594323
52,0.03937314924492078,0.8738329074294582,1.3714292254452738,0.49688159016467,0.39731676892073886,0.4470991795427044,0.0001594323
53,0.039340503881357784,0.8739570107347345,1.370634310183088,0.498733360969094,0.3976809901023516,0.44820717553572276,0.0001594323
54,0.03931514947189209,0.8739346576404747,1.3718361293921417,0.4969820490710982,0.39725675326319965,0.44711940116714893,0.0001594323
55,0.039090769621433936,0.8741622735244025,1.3662539294839267,0.49700840336134455,0.39673236063242656,0.44687038199688556,0.0001594323
56,0.0392058230981956,0.8736882453059498,1.3738051017245496,0.4989859406689354,0.39637766016914977,0.4476818004190426,0.00014348907
57,0.03903917781767143,0.8743169597258245,1.3670477734591666,0.5002160809735017,0.39693093021651427,0.44857350559500797,0.00014348907
58,0.03913243504048529,0.8740792725882153,1.3713533410012781,0.4995656441440933,0.39586404187255186,0.4477148430083226,0.00014348907
59,0.03929493339181345,0.8741177367150301,1.3708726457358607,0.49860237994728973,0.3970293813435393,0.44781588064541455,0.00014348907
60,0.039301033085298795,0.8742304298748824,1.3685686014810237,0.497289500011633,0.39622396607913346,0.4467567330453832,0.00014348907
61,0.039264774215680164,0.8743362529407281,1.3679189827987195,0.4973123056419369,0.3968348969019313,0.4470736012719341,0.00014348907
62,0.03930315935061251,0.8743151439822398,1.3690452350350426,0.4964509846353603,0.39702966508614,0.44674032486075016,0.000129140163
63,0.039067005446503426,0.8750047729709205,1.3686657186361237,0.4968053401955286,0.39649193345056744,0.446648636823048,0.000129140163
64,0.03900386535126724,0.8746278633885443,1.3696699579196634,0.49945347877490015,0.39676422018515645,0.44810884948002827,0.000129140163
