class_index,label,threshold,precision,recall,f1
0,Acid anhydride,0.019999999552965164,0.07221006564551423,0.532258064516129,0.12716763005780346
0,Acid anhydride,0.03999999910593033,0.09226190476190477,0.5,0.15577889447236182
0,Acid anhydride,0.05999999865889549,0.11567164179104478,0.5,0.18787878787878787
0,Acid anhydride,0.07999999821186066,0.11790393013100436,0.43548387096774194,0.18556701030927836
0,Acid anhydride,0.09999999403953552,0.12871287128712872,0.41935483870967744,0.19696969696969696
0,Acid anhydride,0.11999998986721039,0.14207650273224043,0.41935483870967744,0.21224489795918366
0,Acid anhydride,0.14000000059604645,0.14705882352941177,0.4032258064516129,0.21551724137931033
0,Acid anhydride,0.1599999964237213,0.15822784810126583,0.4032258064516129,0.22727272727272727
0,Acid anhydride,0.17999999225139618,0.1724137931034483,0.4032258064516129,0.24154589371980675
0,Acid anhydride,0.19999998807907104,0.17857142857142858,0.4032258064516129,0.24752475247524752
0,Acid anhydride,0.2199999839067459,0.18253968253968253,0.3709677419354839,0.24468085106382978
0,Acid anhydride,0.23999999463558197,0.19658119658119658,0.3709677419354839,0.2569832402234637
0,Acid anhydride,0.25999999046325684,0.2018348623853211,0.3548387096774194,0.2573099415204678
0,Acid anhydride,0.2800000011920929,0.20952380952380953,0.3548387096774194,0.2634730538922156
0,Acid anhydride,0.30000001192092896,0.21568627450980393,0.3548387096774194,0.2682926829268293
0,Acid anhydride,0.3199999928474426,0.2268041237113402,0.3548387096774194,0.27672955974842767
0,Acid anhydride,0.3400000035762787,0.22340425531914893,0.3387096774193548,0.2692307692307692
0,Acid anhydride,0.36000001430511475,0.23076923076923078,0.3387096774193548,0.27450980392156865
0,Acid anhydride,0.3799999952316284,0.2441860465116279,0.3387096774193548,0.28378378378378377
0,Acid anhydride,0.4000000059604645,0.25609756097560976,0.3387096774193548,0.2916666666666667
0,Acid anhydride,0.41999998688697815,0.2625,0.3387096774193548,0.29577464788732394
0,Acid anhydride,0.4399999976158142,0.26582278481012656,0.3387096774193548,0.2978723404255319
0,Acid anhydride,0.46000000834465027,0.273972602739726,0.3225806451612903,0.2962962962962963
0,Acid anhydride,0.47999998927116394,0.2777777777777778,0.3225806451612903,0.29850746268656714
0,Acid anhydride,0.5,0.2835820895522388,0.3064516129032258,0.29457364341085274
0,Acid anhydride,0.5199999809265137,0.2878787878787879,0.3064516129032258,0.296875
0,Acid anhydride,0.5399999618530273,0.3064516129032258,0.3064516129032258,0.3064516129032258
