epoch,train_loss,train_f1_micro,val_loss,val_f1_micro,score,threshold_mean,threshold_std,lr
41,0.07354970915892214,0.25269695440333484,0.228940585779783,0.24793577566433814,0.23946086132232952,0.08864863961935043,0.20441293716430664,0.0001594323
42,0.07630394842527242,0.2524242458666733,0.22998667626264113,0.24840916748280645,0.23967397451819344,0.08162162452936172,0.18208272755146027,0.0001594323
43,0.07881730305336995,0.2521319365797196,0.25876039943789036,0.24738580161425663,0.23756322312251804,0.08675675094127655,0.21173739433288574,0.00014348907
44,0.08742263673726294,0.2510319290233376,0.21103801840353995,0.24818398092415933,0.2398947342096701,0.09135134518146515,0.2109202891588211,0.00014348907
45,0.08314080877970668,0.25153576701552305,0.21263517067928983,0.24838192480033697,0.23984463586327726,0.08594594150781631,0.1967225819826126,0.00014348907
46,0.09149758803967474,0.25059154967401237,0.21014194909853046,0.24781199102407878,0.2395008361028207,0.08891891688108444,0.20134389400482178,0.00014348907
47,0.08602484305336955,0.2511897347656628,0.2106568497520498,0.24803321670854292,0.23964072383629936,0.09108107537031174,0.20236153900623322,0.00014348907
48,0.08811089172722864,0.25086891207977047,0.2112051101459573,0.24838292632384626,0.23978653560155413,0.09351350367069244,0.21237671375274658,0.00014348907
49,0.08682805726606213,0.2510708200341091,0.20882890584143482,0.248058217263723,0.238796537354952,0.09216215461492538,0.21418778598308563,0.000129140163
50,0.08355262578207125,0.2514385718388204,0.22855108266710894,0.2473941125207096,0.23916674679873973,0.09189188480377197,0.2078179568052292,0.000129140163
51,0.0738291624848198,0.25261769499118364,0.23367687500119952,0.24804218117290516,0.23927889693330118,0.08108107000589371,0.17978639900684357,0.000129140163
52,0.07552880553114265,0.2524217516753329,0.23521001156583127,0.24743968408432854,0.23939156482509633,0.08972971886396408,0.20478709042072296,0.000129140163
53,0.07687968741898424,0.25229195506066654,0.23753256978316648,0.24797561549658012,0.23945932207868587,0.08729729056358337,0.2087109386920929,0.000129140163
54,0.07465978886068769,0.2525707997526845,0.21207694857748005,0.24796123817415713,0.23929109555166284,0.08810809999704361,0.1989409178495407,0.000129140163
55,0.07652644439313065,0.2523152949316965,0.24573527248098317,0.24815921022815693,0.2386371694174086,0.08945945650339127,0.21094311773777008,0.0001162261467
56,0.0680887390143365,0.2533017303502403,0.25863540498207443,0.24756278805976267,0.23884334140994523,0.08594594150781631,0.20037071406841278,0.0001162261467
57,0.06863979649120241,0.25327356095389064,0.2512250848058124,0.2475882101893656,0.23928154791729678,0.08756756037473679,0.20232972502708435,0.0001162261467
58,0.0627119762324502,0.25393304700880187,0.26531701391969786,0.24725661659635856,0.23873362759406724,0.08216214925050735,0.1868535429239273,0.0001162261467
59,0.06850473295749042,0.25329110838174523,0.24842008351893258,0.2476590799071182,0.23912293463551143,0.08702701330184937,0.19207070767879486,0.0001162261467
60,0.07049415244141521,0.25295925421466803,0.2530731002826861,0.24783675242692912,0.23945039525013484,0.08540540188550949,0.2007363736629486,0.0001162261467
