fold,epoch,train_loss,train_f1_micro,train_f1_macro,val_loss,val_f1_micro,val_f1_macro,threshold_mean,threshold_std,lr
1,1,0.8747667456860169,0.42357563150234456,0.2578888252215408,0.6589800654064365,0.5184221957283205,0.31622256974793606,0.5,0.0,0.00025
1,2,0.687855164694076,0.5055168387470464,0.30838117166842965,0.6130672213615282,0.5713159485112156,0.3497942935926625,0.5,0.0,0.00025
1,3,0.5977532377975658,0.5343386101754333,0.32347393916451833,0.5913027803857431,0.5816933551138104,0.35402942163670026,0.5,0.0,0.00025
1,4,0.5479256139259361,0.5559441789557008,0.3359558086546313,0.5740440139842117,0.5892061237326239,0.36403085593704804,0.5,0.0,0.00025
1,5,0.507300365774573,0.5743953691846271,0.3475595707592773,0.5800437214490358,0.6298742092724788,0.37918846702713355,0.5,0.0,0.00025
1,6,0.4737725868472227,0.5911078263496152,0.3591776281243456,0.5690964726103203,0.634176304345559,0.3912812090073559,0.5,0.0,0.00025
1,7,0.4470310043368456,0.6043278707931807,0.36716685068093685,0.594480708078835,0.6426449499125957,0.3943374084713097,0.5,0.0,0.00025
1,8,0.4196882949119563,0.6176539626975807,0.3796922043931013,0.6216879454061939,0.6569298244665728,0.3976549953835962,0.5,0.0,0.00025
1,9,0.39612049690487716,0.6294899269947116,0.3875314462259051,0.6400532129559202,0.6525270018967665,0.40505371023218506,0.5,0.0,0.00025
1,10,0.37505267648561275,0.6405475852434744,0.4006584910099014,0.6406197251858914,0.6729218271186252,0.4197242076452037,0.5,0.0,0.00025
1,11,0.3549128854249952,0.6510243866907723,0.41104266955697766,0.6900327806487574,0.6775052216212922,0.4290439827954343,0.5,0.0,0.00025
1,12,0.3369920021681666,0.6615992523642146,0.42134606843577893,0.7139167713833243,0.6952910610979457,0.4389629280653763,0.5,0.0,0.00025
1,13,0.3225114224558982,0.6696559356631662,0.4310867312287893,0.7177883648343113,0.7000740591899417,0.44170969217331807,0.5,0.0,0.00025
1,14,0.30801198414154646,0.6777464492094712,0.44609417382989086,0.8089630073593984,0.7071855752716292,0.4484467440213704,0.5,0.0,0.00025
1,15,0.2943915089768253,0.6856385451595992,0.4544395819478181,0.8226726397259914,0.7218423296145094,0.46310640125084046,0.5,0.0,0.00025
1,16,0.2819078735485479,0.694963594055814,0.4675929531641726,0.887698064656556,0.7208275355711216,0.46971655636409804,0.5,0.0,0.00025
1,17,0.27356963948467355,0.699839726786597,0.47215287531332045,0.9769537479454062,0.7296317418443171,0.4807085616204116,0.5,0.0,0.000175
1,18,0.25333676202562433,0.7131870924977118,0.5030032796674896,0.9489594220303287,0.7459972560909216,0.4904182640708438,0.5,0.0,0.000175
1,19,0.2390143609793015,0.7236447205427851,0.5264934400828141,1.030281665203136,0.7464021701368925,0.5065054818174926,0.5,0.0,0.000175
