epoch,train_loss,train_f1_micro,train_f1_macro,val_loss,val_f1_micro,val_f1_macro,early_stopping_score,threshold_mean,threshold_std,lr
1,0.33301634702924493,0.704027796414538,0.28985874616998947,0.30928351552446415,0.7192651924122017,0.3621932911768656,0.5407292417945336,0.5054053664207458,0.1913055181503296,0.0003
2,0.29130661195723195,0.7398429100693051,0.373527285340313,0.28806187780126014,0.7360932452905697,0.40866320569667336,0.5723782254936216,0.5113514065742493,0.187647745013237,0.0003
3,0.26211857203018074,0.7569129090889748,0.4322930891178106,0.281199137822098,0.754997880002004,0.42831404176859766,0.5916559608853008,0.5443242788314819,0.21415503323078156,0.0003
4,0.22872052738665843,0.7748302753811545,0.504798452420099,0.2833308258427109,0.7588452227203756,0.43840239548195603,0.5986238091011657,0.5851351022720337,0.22360220551490784,0.0003
5,0.20284412094495693,0.7909499732281636,0.5524417826979728,0.29435707093331076,0.7632899789421529,0.43356254522202786,0.5984262620820904,0.607567548751831,0.24120646715164185,0.0003
6,0.18683154177119185,0.8017596799223445,0.5784606995337419,0.30421535118967336,0.7670192656354943,0.44313260101728313,0.6050759333263886,0.6154053807258606,0.24435898661613464,0.0003
7,0.16127456480657273,0.823813559444991,0.6473010571049831,0.33007238932113625,0.7624500698712637,0.4340573255877167,0.5982536977294902,0.5929729342460632,0.23306261003017426,0.0003
8,0.14422419796540964,0.8395392291010482,0.6802963592834388,0.351144333551169,0.7677215783061014,0.4396342969044423,0.6036779376052719,0.5770270228385925,0.22707141935825348,0.0003
9,0.12621993730837427,0.8582235091533262,0.729403633161792,0.3706855081015502,0.767663559392359,0.43694098714970725,0.6023022732710331,0.6213513612747192,0.2515697777271271,0.0003
10,0.10998690806176716,0.875391938659757,0.7623570694300587,0.4071553576359631,0.7670483288505557,0.4369000041590838,0.6019741665048197,0.5797297358512878,0.22849076986312866,0.0003
11,0.10780390138744758,0.8787876728575501,0.7577171851949231,0.41345635364756744,0.7657810415234707,0.43152576429145684,0.5986534029074637,0.6199999451637268,0.22390875220298767,0.0003
12,0.09978225131605581,0.887749680569558,0.7494470050467161,0.42016433480342913,0.7605437539473289,0.4257742684651842,0.5931590112062566,0.6216216683387756,0.24692173302173615,0.00027
13,0.0859490914873838,0.9025064580263206,0.8035891258249143,0.4662082781315666,0.7674129024378882,0.4391812436687701,0.6032970730533291,0.5729728937149048,0.24032483994960785,0.00027
