epoch,train_loss,train_f1_micro,train_f1_macro,val_loss,val_f1_micro,val_f1_macro,early_stopping_score,threshold_mean,threshold_std,lr
1,0.3089482919222529,0.750393435815676,0.3822121158187391,0.24187357696533276,0.7740260305418255,0.5130197078464327,0.643522869194129,0.49459463357925415,0.17630738019943237,0.0003
2,0.22178408676340308,0.7983454778727107,0.519239916077277,0.21382128737032263,0.7971453324723389,0.558955581272875,0.6780504568726069,0.545405387878418,0.18245463073253632,0.0003
3,0.19731668605885472,0.8110257664319666,0.563450828881093,0.19359339815277873,0.8188731150230298,0.5915250857806782,0.7051991004018541,0.5659459829330444,0.19759990274906158,0.0003
4,0.18469123623571967,0.8173981666670777,0.5803375678418302,0.18797249254168683,0.8231115308901688,0.5972784408044093,0.710194985847289,0.579459547996521,0.2088571935892105,0.0003
5,0.1759200211515945,0.8216681789312059,0.6054319823715915,0.1853911871792133,0.8261996011971672,0.6055305476944888,0.7158650744458279,0.6097296476364136,0.21926765143871307,0.0003
6,0.17314259269219656,0.8213385656240009,0.6057770867393981,0.1902290667223262,0.823332441420435,0.5964290360816559,0.7098807387510455,0.5918918251991272,0.20963077247142792,0.0003
7,0.16771969243502766,0.8250395812330893,0.6195059518778058,0.18176332168160372,0.8309689215294473,0.6154352360571016,0.7232020787932745,0.6297296285629272,0.2216215878725052,0.0003
8,0.15731343584607,0.8318485093531807,0.6502349199355435,0.17738748809076732,0.8351329667634193,0.6256883038151544,0.7304106352892868,0.6427026987075806,0.22465164959430695,0.0003
9,0.15291796404604227,0.8340322165571314,0.6480245503954625,0.18251431945132846,0.8339237426326632,0.61039930478437,0.7221615237085166,0.6399999856948853,0.23118962347507477,0.0003
10,0.15583548379619563,0.8302976418645929,0.6337264963085274,0.17509648021357885,0.8384788261373137,0.6427708349905381,0.7406248305639259,0.6340540051460266,0.22050872445106506,0.0003
11,0.14919226120602255,0.8352301886299679,0.6534867543527744,0.17825654425672624,0.8361457859118505,0.6223966351924923,0.7292712105521715,0.6494594216346741,0.24490422010421753,0.0003
12,0.14378144004652058,0.8395385969350302,0.6720274004184994,0.177588282454092,0.8390567104913832,0.6242067987137854,0.7316317546025843,0.6456756591796875,0.24517549574375153,0.0003
13,0.14415631216329955,0.8382349415266438,0.6577560376540316,0.17566758990993064,0.84029648391322,0.6288850392873317,0.7345907616002758,0.6716215014457703,0.24928560853004456,0.0003
14,0.14065055884202285,0.8407538998615666,0.6649809222034493,0.18232681446711635,0.836139235488631,0.617599106099117,0.7268691707938739,0.671621561050415,0.24971888959407806,0.0003
15,0.13945645168022588,0.8410766931592106,0.6708893786984182,0.1779908068326453,0.8421763650346065,0.6290937048080532,0.7356350349213299,0.662162184715271,0.2380453497171402,0.0003
16,0.13448366457263575,0.845108324351823,0.691941095530107,0.17365308478132294,0.8473419424716777,0.6439798524347846,0.7456608974532312,0.6594594717025757,0.24260906875133514,0.0003
17,0.13191630529646367,0.846638726343754,0.6993744945452159,0.17789491847035743,0.8449213730175523,0.6336112710520023,0.7392663220347773,0.6783783435821533,0.25468066334724426,0.0003
18,0.12726686503942772,0.8502887909712917,0.7055522717685537,0.17816186098648257,0.846516465806725,0.6431247008382223,0.7448205833224737,0.6764863729476929,0.2523212432861328,0.0003
19,0.1199356628754432,0.8558981515347974,0.7395366457319715,0.19178717827049938,0.8395367018145803,0.6170818024908632,0.7283092521527217,0.6781080961227417,0.2538975775241852,0.0003
20,0.13516209616688923,0.8428377333392554,0.6699116245200629,0.18828607394077154,0.837111806415076,0.6261687828962316,0.7316402946556537,0.6840540170669556,0.2368767410516739,0.0003
21,0.1273914684497037,0.8494659586846863,0.6998195345217105,0.17801548931855296,0.846862765966996,0.6415374893452591,0.7442001276561275,0.6894594430923462,0.22149303555488586,0.0003
22,0.12536958535568907,0.850845952343123,0.7131585896750359,0.19330503866516333,0.83339189595205,0.6132500612584328,0.7233209786052415,0.6694594025611877,0.2517071068286896,0.00027
23,0.12336579760723346,0.8522731903426697,0.7176764262855256,0.18832089448133923,0.8441964844057233,0.6390270771214906,0.7416117807636069,0.6718918085098267,0.24211719632148743,0.00027
24,0.11910794122846051,0.8555676847885016,0.7416353213262393,0.1851697614742228,0.8479503346590358,0.6412760149923346,0.7446131748256852,0.7010810971260071,0.24528838694095612,0.00027
25,0.13800470180601837,0.8411341259943483,0.6479262744054318,0.1831246937327487,0.8395334955101831,0.6405230574039201,0.7400282764570516,0.6805405020713806,0.23255275189876556,0.00027
26,0.12802125439139375,0.8488970783430883,0.683838874565723,0.18107394317410247,0.8469418228064485,0.6444302561814917,0.7456860394939702,0.70243239402771,0.19770854711532593,0.00027
27,0.12422182004558738,0.8517630968381755,0.7025442242092087,0.1804634409071244,0.8487680292707869,0.6569095492367041,0.7528387892537455,0.689729630947113,0.2333132028579712,0.00027
28,0.12280405437547098,0.8523968814978634,0.7160398352949421,0.18144875028895519,0.8477712104025169,0.6425436327756145,0.7451574215890657,0.663243293762207,0.25205162167549133,0.00027
29,0.11738224725842351,0.8570853775878086,0.7342349362731664,0.18544763140870424,0.8485787073244389,0.6445941826394578,0.7465864449819484,0.688918948173523,0.2574698328971863,0.00027
30,0.11573122108300823,0.858047788281696,0.7444760600527273,0.18530371652023006,0.8503388510375129,0.6536813267209041,0.7520100888792085,0.6854053735733032,0.24141019582748413,0.00027
31,0.11292696876029351,0.860419126780617,0.7507921364575117,0.20893384276668125,0.8366316332748662,0.6207488323775887,0.7286902328262275,0.6800000071525574,0.2509118616580963,0.00027
32,0.11367605250265594,0.8595929558486626,0.7426932472605862,0.19219819907541638,0.8481898207220095,0.6504220088046155,0.7493059147633125,0.6910810470581055,0.2395917922258377,0.00027
33,0.1098825800495873,0.8632497770987496,0.7583211782668586,0.19162249297454706,0.8495412986770525,0.6505825528675244,0.7500619257722885,0.7129729390144348,0.25717660784721375,0.000243
34,0.10666791590420087,0.8660533360436341,0.7772153505617294,0.20059738737016336,0.842751817478135,0.6439967475899592,0.743374282534047,0.7010810375213623,0.24985165894031525,0.000243
35,0.11826512727857265,0.8557723072856942,0.7089905976497305,0.18620545639412647,0.8533751442852693,0.6596762756292329,0.7565257099572511,0.7102702856063843,0.23879747092723846,0.000243
36,0.10631653250897749,0.8666291917575868,0.7696817025334132,0.1970638779176794,0.8486755292449559,0.6446026806992938,0.7466391049721248,0.6899999380111694,0.24547800421714783,0.000243
37,0.1128738179579279,0.8602040435809288,0.7340538783531874,0.201626062539122,0.8419228870236546,0.651986638519737,0.7469547627716958,0.661621630191803,0.2331165075302124,0.000243
38,0.10720523865679454,0.8655093104047106,0.7672787265271366,0.19552823719641177,0.850480060273161,0.6578215983439425,0.7541508293085517,0.6481081247329712,0.2444833219051361,0.000243
39,0.10104241302447343,0.8712061845721099,0.8043100975708866,0.19861871201246145,0.8539245337969055,0.6608613091118671,0.7573929214543863,0.6654053330421448,0.24061401188373566,0.000243
40,0.09970088695071692,0.87226558507524,0.806658507009325,0.2009943434578317,0.8545773173492967,0.6775410640254627,0.7660591906873797,0.6862162351608276,0.230303555727005,0.000243
41,0.09722723981226018,0.8745088886359097,0.8131898663351604,0.2091445480110323,0.8537752737246326,0.6716121721947328,0.7626937229596826,0.6954053640365601,0.2308456003665924,0.000243
42,0.09973718770112913,0.8722791270762588,0.7929473619116908,0.1987959760011208,0.8532618146827068,0.6713441032353815,0.7623029589590442,0.7156757116317749,0.2527100443840027,0.000243
43,0.10467305024263998,0.8676980261329429,0.7632802169631606,0.19954249927745069,0.8533202443844534,0.6752061004589002,0.7642631724216769,0.6902703046798706,0.24011804163455963,0.000243
44,0.10415026417118582,0.8680561328697433,0.774018470874826,0.2051143007419139,0.8498608715116571,0.6550774542809616,0.7524691628963094,0.6886486411094666,0.24134936928749084,0.000243
45,0.09665564025050902,0.8750837401255245,0.813841247181809,0.20526395465390512,0.8535809490188095,0.6657990026649049,0.7596899758418572,0.6843243837356567,0.25884920358657837,0.000243
