class_index,label,threshold,precision,recall,f1
12,Carboxylic acid,0.35000000000000003,0.9844224924012158,0.9864213197969544,0.985420892494929
12,Carboxylic acid,0.4,0.9854171950291656,0.9861675126903553,0.9857922110871495
12,Carboxylic acid,0.45,0.986162244509331,0.9857868020304569,0.985974487529352
12,Carboxylic acid,0.5,0.9869106620917525,0.9855329949238578,0.9862213473871357
12,Carboxylic acid,0.55,0.9871533960824218,0.9848984771573605,0.9860246474399695
12,Carboxylic acid,0.6000000000000001,0.9880254777070063,0.984263959390863,0.9861411315956771
12,Carboxylic acid,0.6500000000000001,0.9885233358837031,0.983756345177665,0.9861340796336344
12,Carboxylic acid,0.7000000000000001,0.9895274584929757,0.983248730964467,0.9863781031190325
12,Carboxylic acid,0.7500000000000001,0.9901584867075665,0.9831218274111675,0.9866276107997962
12,Carboxylic acid,0.8,0.9902751119641715,0.9821065989847716,0.9861739407454604
12,Carboxylic acid,0.8500000000000001,0.9907727797001153,0.9810913705583756,0.98590830835937
12,Carboxylic acid,0.9000000000000001,0.991394811199589,0.9795685279187817,0.9854461891995404
12,Carboxylic acid,0.9500000000000001,0.9925286615998969,0.9777918781725888,0.9851051588569968
13,Enamine,0.05,0.5152542372881356,0.5390070921985816,0.5268630849220104
13,Enamine,0.1,0.5658021133525456,0.5221631205673759,0.5431074227754725
13,Enamine,0.15000000000000002,0.5921325051759835,0.5070921985815603,0.5463228271251194
13,Enamine,0.2,0.6163175303197354,0.49556737588652483,0.5493857493857494
13,Enamine,0.25,0.6353211009174312,0.49113475177304966,0.554
13,Enamine,0.3,0.6481042654028436,0.4849290780141844,0.5547667342799188
13,Enamine,0.35000000000000003,0.6617647058823529,0.4787234042553192,0.5555555555555556
13,Enamine,0.4,0.672566371681416,0.4716312056737589,0.5544554455445545
13,Enamine,0.45,0.6883963494132985,0.46808510638297873,0.5572559366754617
13,Enamine,0.5,0.7046070460704607,0.46099290780141844,0.5573419078242229
13,Enamine,0.55,0.7123098201936376,0.45656028368794327,0.5564559697460832
13,Enamine,0.6000000000000001,0.7286931818181818,0.45478723404255317,0.5600436681222707
13,Enamine,0.6500000000000001,0.7387518142235123,0.4512411347517731,0.5602641717116126
13,Enamine,0.7000000000000001,0.7496274217585693,0.44592198581560283,0.5591995553085047
13,Enamine,0.7500000000000001,0.7635239567233385,0.4379432624113475,0.5566197183098591
