fold,epoch,train_loss,train_f1_micro,train_f1_macro,val_loss,val_f1_micro,val_f1_macro,threshold_mean,threshold_std,lr
1,1,1.2126147912730543,0.2514127231807154,0.15782441693944424,1.1314190222122442,0.2750421965504165,0.16736984807382338,0.5,0.0,0.00025
1,2,1.205576294624375,0.26032827974929584,0.16374941928527695,1.130385536481915,0.2581175941739068,0.16470583822200088,0.5,0.0,0.00025
1,3,1.2037821672217697,0.26444979419141806,0.1657720976504849,1.1313392536089837,0.2830785988620549,0.17201858688048485,0.5,0.0,0.00025
1,4,1.1772016997996646,0.2637496816045745,0.16625600130671006,1.128491719949957,0.2464312043020063,0.1638047495897292,0.5,0.0,0.00025
1,5,1.167465321486312,0.2647853252937122,0.16742986380433686,1.130599351113594,0.2779122277072162,0.16998561775014503,0.5,0.0,0.00025
1,6,1.1566439303770153,0.2674000941743151,0.16781968978423623,1.13188643674053,0.25509244256399616,0.16698810523522628,0.5,0.0,0.00025
1,7,1.152142178500569,0.26476758074243734,0.1675182959033981,1.1384456690953106,0.2723597228312638,0.1701413483174734,0.5,0.0,0.00025
1,8,1.1486563357360955,0.26725507190993875,0.16838831172958235,1.1425079764232908,0.27981203388970627,0.17071595042321244,0.5,0.0,0.00025
1,9,1.1583459359219501,0.2678048182501861,0.16870727481904627,1.1468056591974176,0.2726134159423087,0.16988941244724307,0.5,0.0,0.00025
1,10,1.1468627115961578,0.26793045611964406,0.16845801737510585,1.1394653897969076,0.27211147955409665,0.17111577276011752,0.5,0.0,0.00025
1,11,1.1247949550864398,0.269981537804432,0.16930148698474065,1.145021079092011,0.2752734378197769,0.17155881543060333,0.5,0.0,0.00025
1,12,1.126651048304632,0.26889431604757424,0.1691917380983141,1.1522321303990628,0.26319050007705397,0.1693582310099082,0.5,0.0,0.00025
1,13,1.1300619754946033,0.2683746025411744,0.16898020006315081,1.1539587682936436,0.26792991811083605,0.16999474208786144,0.5,0.0,0.00025
1,14,1.125162931222959,0.26976638598706026,0.16930543925344696,1.1663869105203384,0.27601682210854944,0.17116654626581362,0.5,0.0,0.00025
1,15,1.1301501168433672,0.2721340259026099,0.16962641874722503,1.163326527722687,0.27319218368171705,0.1710606447994019,0.5,0.0,0.000175
1,16,1.1130325223261044,0.2723032720556139,0.17011410358914755,1.1735512491448454,0.28032942746550066,0.17287269511046627,0.5,0.0,0.000175
1,17,1.1124776195883563,0.2741708777507958,0.17040220061585365,1.1865169021670647,0.28868767275712653,0.1738680039507237,0.5,0.0,0.000175
1,18,1.1044743831882546,0.27350990180391643,0.17015012177892927,1.178009310185664,0.2731114436522142,0.1703365849245476,0.5,0.0,0.000175
1,19,1.1219515681499568,0.2738869738743913,0.1703006474228951,1.195086881556817,0.2705453660834211,0.17024942205870733,0.5,0.0,0.000175
1,20,1.105617009448499,0.2733149575044086,0.1702133948840879,1.1933253069820469,0.2726302408439541,0.17212823883954204,0.5,0.0,0.000175
1,21,1.0963612723677396,0.27523155842603414,0.1706702152829869,1.2087118600655853,0.28566740812316394,0.17322704545144826,0.5,0.0,0.000175
1,22,1.09094202011348,0.2749227915050499,0.17075949515547575,1.2125908817580888,0.27706687912723754,0.1719932440584932,0.5,0.0,0.000175
1,23,1.1027609293741774,0.27566961447903054,0.17074265457743903,1.222809524112723,0.2828960206059502,0.17197042024074227,0.5,0.0,0.000175
1,24,1.0898531519188177,0.27523610744588123,0.17096344705415797,1.2263260552686899,0.2864010069960874,0.1739049496764882,0.5,0.0,0.000175
1,25,1.1010474915227373,0.2780119736153823,0.17135510666634937,1.2332968783086584,0.2769644800734758,0.17185394501271115,0.5,0.0,0.000175
1,26,1.0859503139381586,0.27547706305627406,0.17100257464654672,1.2314930284997625,0.27551135867685234,0.17167240573521833,0.5,0.0,0.0001225
1,27,1.0851708139474712,0.27694482151863375,0.1710316848427269,1.2311190607261415,0.2792259684417027,0.17205230095168902,0.5,0.0,0.0001225
1,28,1.076694607527032,0.27800135007166255,0.1714239275159687,1.2637943157690115,0.2784071246983313,0.17248016779025574,0.5,0.0,0.0001225
1,29,1.0699343209405126,0.2782585131648586,0.17164853295636603,1.2687039324974998,0.2891906948254422,0.1737370573828048,0.5,0.0,0.0001225
1,30,1.0731119590681881,0.27847824562374257,0.1714894346960157,1.2789111298164588,0.2828801219110229,0.17289320005940764,0.5,0.0,0.0001225
1,31,1.0656784769815415,0.2776100869187094,0.17166325510295097,1.2675280383243623,0.27883411875834324,0.17209860398460158,0.5,0.0,0.0001225
1,32,1.089614954482992,0.2781750516379124,0.17163965722428115,1.2697045699573577,0.2759785207201336,0.17260257778185398,0.5,0.0,0.0001225
1,33,1.0665200034073472,0.27829120303384497,0.17153288117585017,1.2645212182993735,0.28342907841909704,0.17293573110038093,0.5,0.0,0.0001225
1,34,1.06343389053379,0.2791148131461433,0.1718823574265392,1.3083505452356752,0.28406761892281485,0.173231891262438,0.5,0.0,0.0001225
1,35,1.0699622364099908,0.2787044407043998,0.17170305636319466,1.3015051440913155,0.2818561427713356,0.17273156525691089,0.5,0.0,0.0001225
1,36,1.063790047976308,0.2792723796926112,0.17188126942610493,1.3064079702735567,0.28357658915080136,0.17325565688401104,0.5,0.0,0.0001225
1,37,1.0721438636454466,0.27836432740227757,0.17169297603918693,1.2746349543273405,0.2779758684806992,0.17270507870103172,0.5,0.0,8.575e-05
1,38,1.0528068697880728,0.2806015102051875,0.17221212026386548,1.3433918800255684,0.2824188447483416,0.1728754053956142,0.5,0.0,8.575e-05
1,39,1.053931069555453,0.2804836019334337,0.17203287645122137,1.333810337764094,0.28233691212202666,0.17271114534674506,0.5,0.0,8.575e-05
1,40,1.052901559771299,0.28001368853740805,0.1721019744882139,1.3259183971863349,0.28295390797249875,0.1725722139896834,0.5,0.0,8.575e-05
1,41,1.061142234768287,0.2819447936847509,0.17234723676706512,1.3388559293132303,0.2864406043708067,0.17374488245880346,0.5,0.0,8.575e-05
1,42,1.0508838424244122,0.28237449078280236,0.17251634321423354,1.3474724057790932,0.28323326248325825,0.17320385109256317,0.5,0.0,8.575e-05
1,43,1.045569794280625,0.28206803469020353,0.17260976105462955,1.3595217303794203,0.27881585319197055,0.1723888347174859,0.5,0.0,8.575e-05
1,44,1.043812531465214,0.2815764862105067,0.17258753012950825,1.3643808263667594,0.283483460482511,0.17259186765628506,0.5,0.0,8.575e-05
1,45,1.0520166752915288,0.2816816341111711,0.1724609919502993,1.378132614596499,0.28970543090906664,0.17419525289980062,0.5,0.0,8.575e-05
1,46,1.0501824930711172,0.28364112148984294,0.172948920092366,1.3918789017259143,0.2901459247771793,0.1739988953435077,0.5,0.0,8.575e-05
1,47,1.0447489998608508,0.28315132847149366,0.17280063918985886,1.3826662399571321,0.28268035365322736,0.1731675233024183,0.5,0.0,8.575e-05
1,48,1.0421725503160573,0.28237396810026044,0.17263509169780072,1.3901839581542013,0.2893121353729037,0.1740388743170776,0.5,0.0,6.0024999999999995e-05
1,49,1.0434015163843584,0.28395433766130534,0.17295803571688012,1.3904887248414504,0.28794755754926077,0.17375700568572502,0.5,0.0,6.0024999999999995e-05
1,50,1.0361450661574427,0.2860354210226599,0.17338916228695106,1.3952046466560093,0.284358027588897,0.1731669129533789,0.5,0.0,6.0024999999999995e-05
1,51,1.0325719475568331,0.2845336299773025,0.17309155507257196,1.3929012667080711,0.2850572397576975,0.1731506670072002,0.5,0.0,6.0024999999999995e-05
1,52,1.0379585563682663,0.2852953486084289,0.17338328627088814,1.410308644923767,0.2866937244097983,0.17362132469394118,0.5,0.0,6.0024999999999995e-05
1,53,1.0368928126906678,0.2846408536086907,0.17327856516076068,1.4261516615129595,0.2890579821634154,0.17384979708693804,0.5,0.0,6.0024999999999995e-05
1,54,1.0325636951451511,0.28465460741131615,0.1732017367578389,1.4279199270390501,0.2895883822665274,0.17382228194016483,0.5,0.0,6.0024999999999995e-05
1,55,1.0274321423666264,0.28542314962943777,0.17336363709819472,1.4136879292501532,0.2861149286435557,0.17318895158300507,0.5,0.0,6.0024999999999995e-05
1,56,1.017305187166429,0.28463113734757967,0.1733321579418475,1.4256582729084832,0.2889805216034085,0.17430655857047359,0.5,0.0,6.0024999999999995e-05
1,57,1.0355442031768942,0.2857044291867223,0.17351636573356566,1.4699064757870433,0.28822903852757137,0.17358365692990363,0.5,0.0,6.0024999999999995e-05
1,58,1.023677296642379,0.28570510936083093,0.17357997573900721,1.4641171390635344,0.2899845702055647,0.17444025676423155,0.5,0.0,6.0024999999999995e-05
1,59,1.021034235918615,0.28551535308990156,0.17351138036373778,1.4663259684247953,0.2905228842892745,0.17405631056881835,0.5,0.0,4.2017499999999995e-05
1,60,1.0253112574348575,0.28782125337282133,0.17383848853299913,1.4641919087232793,0.28814035312950087,0.1737004120517208,0.5,0.0,4.2017499999999995e-05
