epoch,train_loss,train_f1_micro,train_f1_macro,val_loss,val_f1_micro,val_f1_macro,threshold_mean,threshold_std,lr
1,1.0597978268778094,0.3020557169584645,0.19931290978580227,0.9794265249296761,0.32901036512838966,0.22208389807013498,0.4899999999999996,1.6653345369377348e-16,0.001
2,0.9432596544626369,0.3562805699055341,0.23394824204270714,0.8614339785851617,0.3822170683763165,0.24212904920394918,0.53,2.220446049250313e-16,0.001
3,0.8772214406175963,0.3862294008133326,0.23996085278557644,0.85668925177203,0.3527827118765956,0.24426528578840692,0.49999999999999983,5.551115123125783e-17,0.001
4,0.8258748647462383,0.4084581774527233,0.2512985889074899,0.8143073046994194,0.37247162013766444,0.2493288501857755,0.53,2.220446049250313e-16,0.001
5,0.7841153498183219,0.42672772837072886,0.26206817487925843,0.828573067991745,0.3739671766311343,0.2627381233948332,0.5499999999999999,1.1102230246251565e-16,0.001
6,0.7717128576959076,0.43086366358410905,0.26366833374158,0.8067022408665496,0.5054569371594589,0.27959551469748534,0.6099999999999998,0.0,0.001
7,0.7495843361316313,0.4448233300647923,0.2604955593683263,0.792030255337682,0.3831880668265941,0.2699462296893494,0.53,2.220446049250313e-16,0.001
8,0.7352612098477175,0.4544112861110901,0.26499821470433005,0.7871351491698004,0.46579825234216915,0.28311679543954454,0.6099999999999998,0.0,0.001
9,0.7233464582114387,0.4601927492764341,0.2687636803191635,0.7788346607839561,0.42912265773122704,0.2701793193276487,0.5499999999999999,1.1102230246251565e-16,0.001
10,0.7186267526945741,0.46460149579268256,0.27214883692151304,0.7904734247390259,0.4960226353525931,0.29938609698334023,0.6,2.220446049250313e-16,0.001
11,0.6996266751344883,0.4741934436861823,0.2773783746177371,0.7917388031933207,0.457111151579824,0.2799056504658244,0.5899999999999997,0.0,0.001
12,0.6752988036451933,0.4868840231078378,0.28430743311640483,0.7757654528254053,0.45695618675419264,0.2808288814528692,0.5699999999999998,1.1102230246251565e-16,0.001
13,0.6569104650557966,0.4962158524699768,0.2917201620090005,0.7832215144303484,0.5111235513853924,0.3061371338002782,0.6099999999999998,0.0,0.001
14,0.6391196714454583,0.5059806577100537,0.2996757155335323,0.7582293904265393,0.4551308401505125,0.29292429122482183,0.6,2.220446049250313e-16,0.001
15,0.6330989233244032,0.5085570717511892,0.30034684882166346,0.7241507538798845,0.5006481636863901,0.3055834624629355,0.5899999999999997,0.0,0.001
16,0.6062571992104456,0.5244845536407188,0.31279715958424087,0.7496336714393463,0.5039739470415409,0.29952065851411264,0.6,2.220446049250313e-16,0.001
17,0.6046393681413906,0.5239325448440225,0.31519527647745804,0.7600217771880392,0.5418374480473463,0.3225796508541121,0.6199999999999999,1.1102230246251565e-16,0.001
18,0.5861286470056043,0.5345469925367216,0.32175924442513926,0.7687283128065185,0.5219910617241408,0.32301192509368254,0.6299999999999996,1.1102230246251565e-16,0.001
19,0.5648959191954173,0.5456492341392015,0.32940381508249733,0.7622540229101337,0.546486442089948,0.3328249366390184,0.6,2.220446049250313e-16,0.001
